drug_name	gene_name
amoxapine	5HT2A
amoxapine	5HT2B
amoxapine	5HT2C
amoxapine	5HT3A
amoxapine	5HT6R
amoxapine	5HT7R
amoxapine	SC6A2
amoxapine	SC6A3
amoxapine	SC6A4
amoxicillin	CP2CJ
amoxicillin	S15A1
amoxicillin	S15A2
amoxicillin	S22A6
anastrozole	CP19A
aprepitant	NK1R
argatroban	THRB
aripiprazole	ADA1A
aripiprazole	ADA1B
aripiprazole	ADA2A
aripiprazole	ADA2B
aripiprazole	ADA2C
aripiprazole	ACM1
aripiprazole	ACM2
aripiprazole	ACM3
aripiprazole	ACM4
aripiprazole	ACM5
aripiprazole	5HT1A
aripiprazole	5HT1B
aripiprazole	5HT1D
aripiprazole	5HT1E
aripiprazole	5HT2A
aripiprazole	5HT2C
aripiprazole	5HT3A
aripiprazole	5HT6R
aripiprazole	5HT7R
atomoxetine	NMDZ1
atomoxetine	NMDE1
atomoxetine	NMDE2
atomoxetine	NMDE3
atomoxetine	NMDE4
atomoxetine	NMD3A
atomoxetine	NMD3B
atomoxetine	SC6A2
atomoxetine	SC6A3
atomoxetine	SC6A4
atorvastatin	HMDH
atropine	ACM1
atropine	ACM2
atropine	ACM3
auranofin	IKKB
azathioprine	HPRT
azathioprine	IMDH1
azathioprine	PUR1
azithromycin	MTLR
baclofen	GABR1
baclofen	GABR2
balsalazide	LOX5
balsalazide	PGH1
balsalazide	PGH2
bethanechol	ACM1
bethanechol	ACM2
bethanechol	ACM3
bethanechol	ACM4
bicalutamide	ANDR
bimatoprost	AK1C3
bimatoprost	PE2R1
bimatoprost	PE2R3
bimatoprost	PF2R
bortezomib	PSA1
bortezomib	PSA2
bortezomib	PSA3
bortezomib	PSA4
bortezomib	PSA5
bortezomib	PSA6
bortezomib	PSA7
bortezomib	PSMA8
bortezomib	PSB1
bortezomib	PSB10
bortezomib	PSB2
bortezomib	PSB3
bortezomib	PSB4
bortezomib	PSB5
bortezomib	PSB6
bortezomib	PSB7
bortezomib	PSB8
bortezomib	PSB9
bortezomib	PSMD2
brimonidine	ADA2A
brimonidine	ADA2B
brimonidine	ADA2C
brinzolamide	CAH1
brinzolamide	CAH12
brinzolamide	CAH14
brinzolamide	CAH2
brinzolamide	CAH4
brinzolamide	CAH5A
brinzolamide	CAH7
bromocriptine	ADA1A
bromocriptine	ADA1B
bromocriptine	ADA1D
bromocriptine	ADA2A
bromocriptine	ADA2B
bromocriptine	ADA2C
bromocriptine	5HT1A
bromocriptine	5HT1B
bromocriptine	5HT1D
bromocriptine	5HT2A
bromocriptine	5HT2B
bromocriptine	5HT2C
bromocriptine	5HT6R
bromocriptine	5HT7R
budesonide	GCR
bumetanide	S12A1
bumetanide	S12A2
bumetanide	S12A4
bumetanide	S12A5
bupivacaine	SCNAA
bupropion	SC6A2
bupropion	SC6A3
buspirone	5HT1A
cabergoline	ADA1A
cabergoline	ADA1B
cabergoline	ADA1D
cabergoline	ADA2A
cabergoline	ADA2B
cabergoline	ADA2C
cabergoline	5HT1A
cabergoline	5HT1B
cabergoline	5HT1D
cabergoline	5HT2A
cabergoline	5HT2B
cabergoline	5HT2C
cabergoline	5HT7R
caffeine	AA1R
caffeine	AA2AR
caffeine	AA2BR
caffeine	AA3R
caffeine	PDE10
caffeine	PDE11
caffeine	PK3CA
caffeine	PK3CB
caffeine	PK3CD
capecitabine	TYSY
captopril	LKHA4
carbamazepine	SCNAA
carbamazepine	SCNBA
carbimazole	PERT
cefadroxil	S15A1
cefadroxil	S15A2
cefadroxil	S22A6
cefadroxil	S22A8
cefdinir	PERM
celecoxib	CAH12
celecoxib	PGH2
celiprolol	ADA2A
chloramphenicol	DAF
chlorpromazine	ADA1A
chlorpromazine	ADA1B
chlorpromazine	ADA1D
chlorpromazine	ADA2A
chlorpromazine	ADA2B
chlorpromazine	ADA2C
chlorpromazine	ACM1
chlorpromazine	ACM3
chlorpromazine	5HT1A
chlorpromazine	5HT2A
chlorpromazine	5HT2B
chlorpromazine	5HT2C
chlorpromazine	5HT6R
chlorpromazine	5HT7R
chlorpromazine	A1AG1
chlorpromazine	A1AG2
chlorpromazine	ASM
chlorpropamide	KCJ10
chlorthalidone	CAH1
chlorthalidone	CAH12
chlorthalidone	CAH14
chlorthalidone	CAH2
chlorthalidone	CAH4
chlorthalidone	CAH7
chlorthalidone	S12A1
chlorzoxazone	KCMA1
ciclesonide	GCR
ciclesonide	CBG
ciclopirox	AT1A1
cimetidine	S29A4
cisatracurium	ACHA2
citalopram	ADA1A
citalopram	ACM1
citalopram	SC6A2
citalopram	SC6A3
citalopram	SC6A4
clarithromycin	CP3A4
clofarabine	DPOLA
clofarabine	DPOE1
clofarabine	RIR1
clofarabine	RIR2
clofarabine	RIR2B
clomipramine	5HT2A
clomipramine	5HT2B
clomipramine	5HT2C
clomipramine	SC6A2
clomipramine	SC6A3
clomipramine	SC6A4
clonidine	ADA1A
clonidine	ADA1B
clonidine	ADA1D
clonidine	ADA2A
clonidine	ADA2B
clonidine	ADA2C
clopidogrel	P2Y12
clotrimazole	CP3A4
clotrimazole	TRPM2
clozapine	ADA1A
clozapine	ADA1B
clozapine	ADA1D
clozapine	ADA2A
clozapine	ADA2B
clozapine	ADA2C
clozapine	ACM1
clozapine	ACM2
clozapine	ACM3
clozapine	ACM4
clozapine	ACM5
clozapine	5HT1A
clozapine	5HT1B
clozapine	5HT1D
clozapine	5HT1E
clozapine	5HT1F
clozapine	5HT2A
clozapine	5HT2B
clozapine	5HT2C
clozapine	5HT3A
clozapine	5HT5A
clozapine	5HT6R
clozapine	5HT7R
colchicine	TBA1A
colchicine	TBA1B
colchicine	TBA1C
colchicine	TBA3C
colchicine	TBA3E
colchicine	TBA4A
colchicine	TBB5
colchicine	TBB1
colchicine	TBB2A
colchicine	TBB2B
colchicine	TBB3
colchicine	TBB4A
colchicine	TBB4B
colchicine	TBB6
cortisone	GCR
cyclobenzaprine	5HT2A
cyclophosphamide	CP2A6
cyclophosphamide	CP2B6
cyclophosphamide	CP2CI
cyclophosphamide	CP2CJ
cyclophosphamide	CP2C8
cyclophosphamide	CP2C9
cyclophosphamide	CP2D6
cyclophosphamide	CP3A4
cyclophosphamide	CP3A5
cyclophosphamide	CP3A7
cyproheptadine	ADA1A
cyproheptadine	ADA1B
cyproheptadine	ADA1D
cyproheptadine	ACM1
cyproheptadine	ACM2
cyproheptadine	ACM3
cyproheptadine	5HT2A
cyproheptadine	5HT2C
cyproheptadine	5HT6R
cyproheptadine	5HT7R
dacarbazine	6PGD
dacarbazine	DPOA2
danazol	ANDR
danazol	GNRR2
danazol	PRGR
dapsone	DYR
darifenacin	ACM1
darifenacin	ACM2
darifenacin	ACM3
darifenacin	ACM4
darifenacin	ACM5
dasatinib	PGFRB
dasatinib	STA5B
dasatinib	YES
delavirdine	CP3A4
desipramine	ADA1A
desipramine	ADA1B
desipramine	ADA1D
desipramine	ADA2A
desipramine	ADA2B
desipramine	ADA2C
desipramine	ACM1
desipramine	ACM2
desipramine	ACM3
desipramine	ACM4
desipramine	ACM5
desipramine	5HT1A
desipramine	5HT2A
desipramine	5HT2C
desipramine	SC6A2
desipramine	SC6A4
desipramine	ASM
desoximetasone	GCR
desoximetasone	PA21B
dexamethasone	GCR
dexamethasone	MCR
dexmedetomidine	ADA2A
dexmedetomidine	ADA2B
dexmedetomidine	ADA2C
diclofenac	AK1C3
diclofenac	LOX5
diclofenac	PA2GA
diclofenac	PGH1
diclofenac	PGH2
didanosine	PNPH
diflunisal	PGH1
diflunisal	PGH2
digoxin	AT1A1
dihydroergotamine	ADA2A
dihydroergotamine	5HT1B
dihydroergotamine	5HT1D
dihydroergotamine	5HT1E
dihydroergotamine	5HT1F
dihydroergotamine	5HT2B
dihydroergotamine	5HT7R
diltiazem	CAC1C
diltiazem	CAC1S
diltiazem	CA2D1
diltiazem	CCG1
diltiazem	5HT3A
dipyridamole	PDE10
dipyridamole	PDE6D
dipyridamole	CNRG
dipyridamole	CNCG
dipyridamole	S29A1
disopyramide	ACM1
disopyramide	ACM2
disopyramide	ACM3
disulfiram	DOPO
docetaxel	MTAP2
docetaxel	TAU
docetaxel	TBA1A
docetaxel	TBA1B
docetaxel	TBA1C
docetaxel	TBA3C
docetaxel	TBA3E
docetaxel	TBA4A
docetaxel	TBB5
docetaxel	TBB1
docetaxel	TBB2A
docetaxel	TBB2B
docetaxel	TBB3
docetaxel	TBB4A
docetaxel	TBB4B
docetaxel	TBB6
dofetilide	KCJ12
dolasetron	5HT3A
donepezil	ACES
dopamine	DOPO
dopamine	5HT1A
dopamine	5HT7R
dopamine	SC6A2
dopamine	SC6A3
dopamine	SC6A4
doxazosin	ADA1A
doxazosin	ADA1B
doxazosin	ADA1D
doxepin	SC6A2
doxepin	SC6A4
droperidol	ADA1A
droperidol	5HT2A
duloxetine	5HT2A
duloxetine	5HT2C
duloxetine	5HT6R
duloxetine	SC6A2
duloxetine	SC6A3
duloxetine	SC6A4
dutasteride	S5A1
dutasteride	S5A2
dutasteride	PORED
econazole	TRPM2
efavirenz	CP1A2
efavirenz	CP2B6
efavirenz	CP2CJ
efavirenz	CP2C9
efavirenz	CP2D6
efavirenz	CP3A4
eletriptan	5HT1A
eletriptan	5HT1B
eletriptan	5HT1D
eletriptan	5HT1E
eletriptan	5HT1F
eletriptan	5HT2B
eletriptan	5HT7R
ephedrine	ACES
ephedrine	ADA1A
ephedrine	SC6A2
epinephrine	ADA1A
epinephrine	ADA1B
epinephrine	ADA1D
epinephrine	ADA2A
epinephrine	ADA2B
epinephrine	ADA2C
epinephrine	PH4H
epinephrine	TNFA
eplerenone	MCR
erythromycin	MTLR
estradiol	KCMA1
estramustine	MTAP2
ethosuximide	CAC1G
ethosuximide	CAC1H
ethosuximide	CAC1I
etodolac	PGH2
etoricoxib	PGH2
exemestane	CP19A
ezetimibe	AMPN
ezetimibe	NPCL1
felbamate	NMDZ1
felbamate	NMDE1
felbamate	NMDE2
felbamate	NMDE3
felbamate	NMDE4
felbamate	NMD3A
felbamate	NMD3B
finasteride	AK1D1
finasteride	S5A1
finasteride	S5A2
flavoxate	ACM1
flavoxate	ACM2
fluconazole	CP51A
fludarabine	DPOLA
fludarabine	RIR1
fludarabine	RIR2
flumazenil	GBRA1
flumazenil	GBRA2
flumazenil	GBRA3
flumazenil	GBRA4
flumazenil	GBRA5
flumazenil	GBRA6
flumazenil	GBRB1
flumazenil	GBRB2
flumazenil	GBRB3
flumazenil	GBRD
flumazenil	GBRE
flumazenil	GBRG1
flumazenil	GBRG2
flumazenil	GBRG3
flumazenil	GBRP
flumazenil	GBRT
flunisolide	GCR
fluocinonide	GCR
fluocinonide	CBG
fluorescein	S22A6
fluorometholone	GCR
fluoxetine	5HT2B
fluoxetine	SC6A4
fluphenazine	5HT2A
fluphenazine	5HT6R
fluphenazine	5HT7R
flutamide	ANDR
fluvastatin	HMDH
fluvoxamine	SC6A4
frovatriptan	5HT1A
frovatriptan	5HT1B
frovatriptan	5HT1D
furosemide	CAH2
furosemide	S12A1
furosemide	S12A2
gabapentin	AA1R
gabapentin	CAC1A
gabapentin	CAC1B
gabapentin	CAC1C
gabapentin	CAC1D
gabapentin	CAC1E
gabapentin	CAC1F
gabapentin	CAC1G
gabapentin	CAC1H
gabapentin	CAC1I
gabapentin	CAC1S
gabapentin	CA2D1
gabapentin	CA2D2
gabapentin	CA2D3
gabapentin	CA2D4
gabapentin	CACB1
gabapentin	CACB2
gabapentin	CACB3
gabapentin	CACB4
gabapentin	CCG1
gabapentin	CCG2
gabapentin	CCG3
gabapentin	CCG4
gabapentin	CCG5
gabapentin	CCG6
gabapentin	CCG7
gabapentin	CCG8
gabapentin	NMDZ1
gabapentin	NMDE1
gabapentin	NMDE2
gabapentin	NMDE3
gabapentin	NMDE4
gabapentin	NMD3A
gabapentin	NMD3B
galantamine	ACES
galantamine	CHLE
galantamine	ACHA
galantamine	ACH10
galantamine	ACHA2
galantamine	ACHA3
galantamine	ACHA4
galantamine	ACHA5
galantamine	ACHA6
galantamine	ACHA7
galantamine	ACHA9
galantamine	ACHB2
galantamine	ACHB3
galantamine	ACHB4
gemcitabine	KCY
gemcitabine	RIR1
gemcitabine	RIR2
gemcitabine	TYSY
gemfibrozil	LIPL
gemfibrozil	SO1B1
gemfibrozil	SO1B3
gemfibrozil	SO2B1
glimepiride	KCJ11
glipizide	KCJ10
glipizide	KCJ11
granisetron	5HT3A
guanfacine	ADA2A
guanfacine	ADA2B
guanfacine	ADA2C
haloperidol	NMDE2
haloperidol	5HT1A
haloperidol	5HT1D
haloperidol	5HT2A
haloperidol	5HT2B
haloperidol	5HT7R
hydrochlorothiazide	CAH1
hydrochlorothiazide	CAH12
hydrochlorothiazide	CAH2
hydrochlorothiazide	CAH4
hydrochlorothiazide	CAH9
hydrochlorothiazide	KCMA1
hydrochlorothiazide	S12A3
hydroxyurea	RIR1
hydroxyurea	RIR2
hydroxyurea	RIR2B
ibandronate	FPPS
ifosfamide	CP2A6
ifosfamide	CP2B6
ifosfamide	CP2CI
ifosfamide	CP2CJ
ifosfamide	CP2C8
ifosfamide	CP2C9
ifosfamide	CP3A4
ifosfamide	CP3A5
ifosfamide	CP3A7
ifosfamide	PGH1
iloprost	PD2R
iloprost	PE2R1
iloprost	PE2R2
iloprost	PE2R3
iloprost	PE2R4
iloprost	PF2R
iloprost	PI2R
iloprost	TA2R
imatinib	PGFRA
imatinib	PGFRB
imatinib	O43519
imipramine	ADA1A
imipramine	ADA1B
imipramine	ADA1D
imipramine	ACM1
imipramine	ACM2
imipramine	ACM3
imipramine	ACM4
imipramine	ACM5
imipramine	5HT1A
imipramine	5HT2A
imipramine	5HT2C
imipramine	5HT6R
imipramine	5HT7R
imipramine	SC6A2
imipramine	SC6A3
imipramine	SC6A4
indapamide	CAH2
indapamide	5HT3A
indinavir	CP3A4
indinavir	CP3A5
indinavir	CP3A7
indomethacin	LGUL
indomethacin	PA2GA
indomethacin	PD2R2
indomethacin	PGH1
indomethacin	PGH2
irbesartan	NTCP
irinotecan	TOP1M
isoflurane	GBRA1
isoflurane	GBRA2
isoflurane	GBRA3
isoflurane	GBRA4
isoflurane	GBRA5
isoflurane	GBRA6
isoflurane	GBRB1
isoflurane	GBRB2
isoflurane	GBRB3
isoflurane	GBRD
isoflurane	GBRE
isoflurane	GBRG1
isoflurane	GBRG2
isoflurane	GBRG3
isoflurane	GBRP
isoflurane	GBRT
isoniazid	CP1A2
isoniazid	CP2CJ
isoniazid	CP2C8
isoniazid	CP2E1
isoniazid	CP3A4
isradipine	CAC1D
isradipine	CAC1F
isradipine	CA2D1
ivermectin	ACHA7
ixabepilone	TBB5
ketoconazole	KCA10
ketoprofen	PGH1
ketoprofen	PGH2
ketorolac	PGH1
ketorolac	PGH2
labetalol	ADA1D
lamotrigine	SCNAA
lamotrigine	SCNBA
latanoprost	PF2R
leflunomide	PYRD
leflunomide	FAK2
lenalidomide	TNFA
letrozole	CP19A
levetiracetam	CAC1B
levocabastine	NTR2
levonorgestrel	PRGR
lidocaine	SCNAA
linezolid	AOFA
linezolid	AOFB
loperamide	CAC1A
loperamide	OPRD
loperamide	OPRK
loperamide	OPRM
loperamide	COLI
lovastatin	HMDH
lovastatin	ITAL
loxapine	ADA1A
loxapine	ADA1B
loxapine	ADA2A
loxapine	ADA2B
loxapine	ADA2C
loxapine	ACM1
loxapine	ACM2
loxapine	ACM3
loxapine	ACM4
loxapine	ACM5
loxapine	5HT1A
loxapine	5HT1B
loxapine	5HT1D
loxapine	5HT1E
loxapine	5HT2A
loxapine	5HT2C
loxapine	5HT3A
loxapine	5HT5A
loxapine	5HT6R
loxapine	5HT7R
loxapine	SC6A2
loxapine	SC6A3
loxapine	SC6A4
maprotiline	SC6A2
mebendazole	TBA1A
mebendazole	TBB5
mebendazole	TBB4B
mebeverine	ACM1
melatonin	PERE
melatonin	5HT2B
melatonin	PERM
melatonin	MTR1A
melatonin	MTR1B
meloxicam	PGH1
meloxicam	PGH2
metformin	AAKB1
methimazole	PERT
methocarbamol	CAH1
methotrexate	DYR
methyldopa	ADA2A
methyldopa	ADA2B
methyldopa	ADA2C
methylergometrine	5HT1E
methylergometrine	5HT1F
methylergometrine	5HT2A
methylergometrine	5HT2B
methylergometrine	5HT2C
methylprednisolone	GCR
metoclopramide	ACM1
metoclopramide	5HT3A
metoclopramide	5HT3B
metoclopramide	5HT4R
metolazone	S12A3
metronidazole	CP2C9
metronidazole	CP3A4
mexiletine	UROK
mianserin	ADA1A
mianserin	ADA1B
mianserin	ADA1D
mianserin	5HT2A
mianserin	5HT2B
mianserin	5HT2C
mianserin	5HT6R
mianserin	5HT7R
miconazole	TRPM2
mifepristone	ANDR
mifepristone	GCR
mifepristone	PRGR
miglitol	LYAG
miglitol	MGA
milnacipran	SC6A2
milnacipran	SC6A4
minoxidil	KCJ10
minoxidil	KCJ11
minoxidil	PGH1
mirtazapine	ADA2A
mirtazapine	ADA2B
mirtazapine	ADA2C
mirtazapine	5HT2A
mirtazapine	5HT2C
misoprostol	PE2R2
misoprostol	PE2R3
misoprostol	PE2R4
misoprostol	PI2R
mitotane	CP11A
mitotane	C11B1
moclobemide	AOFA
moclobemide	AOFB
montelukast	LOX5
montelukast	CLTR1
moxonidine	ADA2A
moxonidine	ADA2B
moxonidine	ADA2C
nabumetone	PGH1
nabumetone	PGH2
nalbuphine	OPRD
nalbuphine	OPRK
nalbuphine	OPRM
naloxone	OPRD
naloxone	OPRK
naloxone	OPRM
naltrexone	OPRD
naltrexone	OPRK
naltrexone	OPRM
naltrexone	SGMR1
naproxen	PGH1
naproxen	PGH2
naratriptan	5HT1A
naratriptan	5HT1B
naratriptan	5HT1D
naratriptan	5HT1E
naratriptan	5HT1F
nateglinide	KCJ10
nateglinide	KCJ11
nefazodone	ADA1A
nefazodone	ADA1B
nefazodone	ADA2A
nefazodone	CP3A4
nefazodone	5HT1A
nefazodone	5HT2A
nefazodone	5HT2C
nefazodone	SC6A2
nefazodone	SC6A3
nefazodone	SC6A4
nelarabine	DPOLA
nelfinavir	CP1A2
nelfinavir	CP2B6
nelfinavir	CP2CJ
nelfinavir	CP2C9
nelfinavir	CP2D6
nelfinavir	CP3A4
nelfinavir	CP3A7
neostigmine	ACES
nepafenac	PGH1
nepafenac	PGH2
nevirapine	CP1A2
nevirapine	CP2A6
nevirapine	CP2B6
nevirapine	CP2C9
nevirapine	CP2D6
nevirapine	CP3A4
nevirapine	CP3A5
nicardipine	AA3R
nicorandil	KCJ11
nicotine	CLAT
nicotine	ACH10
nicotine	ACHA2
nicotine	ACHA3
nicotine	ACHA4
nicotine	ACHA5
nicotine	ACHA6
nicotine	ACHA7
nicotine	ACHA9
nicotine	ACHB2
nicotine	ACHB3
nicotine	ACHB4
nicotine	CP19A
nicotine	THAS
nifedipine	CAC1C
nifedipine	CAC1D
nifedipine	CAC1F
nifedipine	CAC1H
nifedipine	CAC1S
nifedipine	CA2D1
nifedipine	CACB2
nifedipine	TRPM3
nimodipine	MCR
nisoldipine	CAC1C
nisoldipine	CAC1D
nisoldipine	CAC1F
nisoldipine	CAC1S
norepinephrine	ADA1A
norepinephrine	ADA1B
norepinephrine	ADA1D
norepinephrine	ADA2A
norepinephrine	ADA2B
norepinephrine	ADA2C
norepinephrine	PH4H
norepinephrine	VMAT1
nortriptyline	ADA1A
nortriptyline	ADA1B
nortriptyline	ADA1D
nortriptyline	ADA2A
nortriptyline	ADA2B
nortriptyline	ADA2C
nortriptyline	ACM1
nortriptyline	ACM2
nortriptyline	ACM3
nortriptyline	ACM4
nortriptyline	ACM5
nortriptyline	5HT1A
nortriptyline	5HT2A
nortriptyline	5HT2C
nortriptyline	5HT6R
nortriptyline	KCJ10
nortriptyline	PGRC1
nortriptyline	SGMR1
nortriptyline	SC6A2
nortriptyline	SC6A4
octreotide	SSR2
octreotide	SSR3
octreotide	SSR5
olanzapine	ADA1A
olanzapine	ADA1B
olanzapine	ADA2A
olanzapine	ADA2B
olanzapine	ADA2C
olanzapine	ACM1
olanzapine	ACM2
olanzapine	ACM3
olanzapine	ACM4
olanzapine	ACM5
olanzapine	GBRA1
olanzapine	GBRA2
olanzapine	GBRA3
olanzapine	GBRA4
olanzapine	GBRA5
olanzapine	GBRA6
olanzapine	GBRB1
olanzapine	GBRB2
olanzapine	GBRB3
olanzapine	GBRD
olanzapine	GBRE
olanzapine	GBRG1
olanzapine	GBRG2
olanzapine	GBRG3
olanzapine	GBRP
olanzapine	GBRT
olanzapine	5HT1A
olanzapine	5HT1B
olanzapine	5HT1D
olanzapine	5HT1E
olanzapine	5HT1F
olanzapine	5HT2A
olanzapine	5HT2B
olanzapine	5HT2C
olanzapine	5HT3A
olanzapine	5HT5A
olanzapine	5HT6R
olanzapine	5HT7R
olopatadine	S10A1
olopatadine	S10AC
olopatadine	S10AD
olopatadine	S10A2
ondansetron	5HT3A
ondansetron	5HT3B
orlistat	F5GY58
orlistat	FAS
orlistat	LIPG
orlistat	LIPP
oxaprozin	PGH1
oxaprozin	PGH2
oxcarbazepine	SCNAA
oxcarbazepine	SCNBA
oxybutynin	ACM1
oxybutynin	ACM2
oxybutynin	ACM3
paclitaxel	MTAP2
paclitaxel	TAU
paclitaxel	TBA1A
paclitaxel	TBA1B
paclitaxel	TBA1C
paclitaxel	TBA3C
paclitaxel	TBA3E
paclitaxel	TBA4A
paclitaxel	TBB5
paclitaxel	TBB1
paclitaxel	TBB2A
paclitaxel	TBB2B
paclitaxel	TBB3
paclitaxel	TBB4A
paclitaxel	TBB4B
paclitaxel	TBB6
palonosetron	5HT3A
pancuronium	ACM2
pancuronium	ACM3
pancuronium	ACHA
pancuronium	ACHA2
paroxetine	ACM1
paroxetine	ACM2
paroxetine	ACM3
paroxetine	ACM4
paroxetine	ACM5
paroxetine	5HT2A
paroxetine	SC6A2
paroxetine	SC6A4
pemetrexed	PUR9
pemetrexed	DYR
pemetrexed	PUR2
pemetrexed	TYSY
pentoxifylline	AA1R
pentoxifylline	AA2AR
pentoxifylline	AA2BR
pentoxifylline	ADA2B
pentoxifylline	5NTD
pentoxifylline	PDE10
pentoxifylline	PDE6D
pentoxifylline	CNRG
pentoxifylline	CNCG
pentoxifylline	TNFA
pergolide	ADA1A
pergolide	ADA1B
pergolide	ADA1D
pergolide	ADA2A
pergolide	ADA2B
pergolide	ADA2C
pergolide	5HT1A
pergolide	5HT1B
pergolide	5HT1D
pergolide	5HT2A
pergolide	5HT2B
pergolide	5HT2C
perphenazine	5HT2A
perphenazine	5HT2C
perphenazine	5HT6R
perphenazine	5HT7R
phenelzine	GABT
phenelzine	DCE2
phenelzine	ALAT1
phenelzine	ALAT2
phenelzine	AOFA
phenelzine	AOFB
phenelzine	SC6A2
phenelzine	SC6A3
phenelzine	SC6A4
phenylephrine	ADA1A
phenylephrine	ADA1B
phenylephrine	ADA1D
phenytoin	SCNAA
phenytoin	SCNBA
pilocarpine	ACM1
pilocarpine	ACM2
pilocarpine	ACM3
pilocarpine	ACM4
pilocarpine	ACM5
pimozide	CAC1I
pimozide	5HT1A
pimozide	5HT2A
pimozide	KCA10
pindolol	5HT1A
pindolol	5HT2A
pindolol	5HT2B
pioglitazone	TRPM3
piroxicam	PGH1
piroxicam	PGH2
pitavastatin	HMDH
posaconazole	CP3A4
pramipexole	ADA2A
pramipexole	ADA2B
pramipexole	ADA2C
pramipexole	5HT1A
pramipexole	5HT1B
pramipexole	5HT1D
pramipexole	5HT2A
pramipexole	5HT2B
pramipexole	5HT2C
pravastatin	HMDH
pravastatin	SO1B1
prazosin	ADA1A
prazosin	ADA1B
prazosin	ADA1D
prazosin	ADA2A
prazosin	ADA2B
prazosin	ADA2C
prednisolone	GCR
prednisolone	MCR
prednisolone	CBG
prednisone	DHI1
prednisone	GCR
primidone	ACHA4
primidone	ACHA7
primidone	GBRA1
primidone	GBRA2
primidone	GBRA3
primidone	GBRA4
primidone	GBRA5
primidone	GBRA6
primidone	GBRB1
primidone	GBRB2
primidone	GBRB3
primidone	GBRD
primidone	GBRE
primidone	GBRG1
primidone	GBRG2
primidone	GBRG3
primidone	GBRP
primidone	GBRT
primidone	SCNAA
primidone	SCNBA
probenecid	S22AB
probenecid	S22A6
probenecid	S22A8
progesterone	CP17A
progesterone	MCR
progesterone	OPRK
progesterone	PRGR
propylthiouracil	PERT
pyrazinamide	FAS
pyrimethamine	DYR
quetiapine	ADA1A
quetiapine	ADA1B
quetiapine	ADA1D
quetiapine	ADA2A
quetiapine	ADA2B
quetiapine	ADA2C
quetiapine	ACM1
quetiapine	ACM2
quetiapine	ACM3
quetiapine	ACM4
quetiapine	ACM5
quetiapine	5HT1A
quetiapine	5HT1B
quetiapine	5HT1D
quetiapine	5HT1E
quetiapine	5HT1F
quetiapine	5HT2A
quetiapine	5HT2C
quetiapine	5HT3A
quetiapine	5HT6R
quetiapine	5HT7R
quetiapine	SC6A2
quinidine	S29A4
ramelteon	MTR1A
ramelteon	MTR1B
ranolazine	SCNAA
reboxetine	SC6A2
repaglinide	KCJ11
ribavirin	IMDH1
ribavirin	IMDH2
ribavirin	5NTC
riluzole	KCNK4
riluzole	SCNAA
riluzole	SCNBA
riluzole	XCT
risperidone	ADA1A
risperidone	ADA1B
risperidone	ADA1D
risperidone	ADA2A
risperidone	ADA2B
risperidone	ADA2C
risperidone	5HT1A
risperidone	5HT1B
risperidone	5HT1D
risperidone	5HT1E
risperidone	5HT1F
risperidone	5HT2A
risperidone	5HT2C
risperidone	5HT6R
risperidone	5HT7R
ritonavir	CP1A2
ritonavir	CP2B6
ritonavir	CP2CJ
ritonavir	CP2C8
ritonavir	CP2C9
ritonavir	CP2D6
ritonavir	CP2E1
ritonavir	CP3A4
ritonavir	CP3A5
ritonavir	CP3A7
rivaroxaban	FA10
rivastigmine	ACES
rivastigmine	CHLE
rizatriptan	5HT1A
rizatriptan	5HT1B
rizatriptan	5HT1D
rizatriptan	5HT1E
rizatriptan	5HT1F
rocuronium	ACM2
rocuronium	ACHA2
rocuronium	5HT3A
rofecoxib	PGH2
ropinirole	ADA2A
ropinirole	ADA2B
ropinirole	ADA2C
ropinirole	5HT1A
ropinirole	5HT1B
ropinirole	5HT1D
ropinirole	5HT2A
ropinirole	5HT2B
ropinirole	5HT2C
ropivacaine	SCNAA
rosiglitazone	TRPM3
rosuvastatin	HMDH
roxithromycin	MTLR
saquinavir	CP3A4
scopolamine	ACM1
scopolamine	ACM2
scopolamine	ACM3
scopolamine	ACM4
scopolamine	ACM5
scopolamine	SUIS
sertraline	SC6A3
sertraline	SC6A4
sevoflurane	AT2C1
sevoflurane	ATPD
sevoflurane	GBRA1
sevoflurane	GBRA2
sevoflurane	GBRA3
sevoflurane	GBRA4
sevoflurane	GBRA5
sevoflurane	GBRA6
sevoflurane	GBRB1
sevoflurane	GBRB2
sevoflurane	GBRB3
sevoflurane	GBRD
sevoflurane	GBRE
sevoflurane	GBRG1
sevoflurane	GBRG2
sevoflurane	GBRG3
sevoflurane	GBRP
sevoflurane	GBRT
sevoflurane	NU1M
sildenafil	CNRG
sildenafil	CNCG
sildenafil	SO1B1
sildenafil	SO1B3
simvastatin	HMDH
sorafenib	VGFR1
sorafenib	VGFR3
sorafenib	VGFR2
sorafenib	PGFRB
sorafenib	O43519
spironolactone	ANDR
spironolactone	CAC1A
spironolactone	CAC1B
spironolactone	CAC1C
spironolactone	CAC1D
spironolactone	CAC1F
spironolactone	CAC1G
spironolactone	CAC1H
spironolactone	CAC1I
spironolactone	CAC1S
spironolactone	CA2D1
spironolactone	CA2D2
spironolactone	CA2D3
spironolactone	CACB1
spironolactone	CACB2
spironolactone	CACB3
spironolactone	CACB4
spironolactone	CCG1
spironolactone	C11B2
spironolactone	GCR
spironolactone	MCR
spironolactone	PRGR
