drug_name	gene_name
m-3M3FBS	PLCB2
m-3M3FBS	PLCB3
m-3M3FBS	PLCD1
m-3M3FBS	PLCG1
m-3M3FBS	PLCG2
M-344	HDAC8
mabuterol	ADRB2
macitentan	EDNRA
macitentan	EDNRB
mafenide	CA12
mafenide	CA14
mafenide	CA2
mafenide	CA4
mafenide	CA6
mafenide	CA9
magnolol	GABRA1
magnolol	PPARG
malathion	ACHE
malic-acid	PKD2L1
manidipine	CACNA1C
manidipine	CACNA1D
maprotiline	SLC6A2
maraviroc	CCR5
maribavir	PYGM
marimastat	MMP1
marimastat	MMP10
marimastat	MMP11
marimastat	MMP12
marimastat	MMP13
marimastat	MMP14
marimastat	MMP15
marimastat	MMP16
marimastat	MMP17
marimastat	MMP19
marimastat	MMP2
marimastat	MMP20
marimastat	MMP21
marimastat	MMP23A
marimastat	MMP24
marimastat	MMP25
marimastat	MMP26
marimastat	MMP27
marimastat	MMP28
marimastat	MMP3
marimastat	MMP7
marimastat	MMP8
marimastat	MMP9
maropitant	TACR1
masitinib	FGFR3
masitinib	KIT
masitinib	PDGFRA
masitinib	PDGFRB
masoprocol	ALOX5
matrine	OPRK1
mavoglurant	GRM5
maxacalcitol	VDR
MBX-2982	GPR119
MC-1	AADAT
MC-1	ABAT
MC-1	AGXT
MC-1	AGXT2
MC-1	ALAS1
MC-1	AZIN2
MC-1	BCAT1
MC-1	BCAT2
MC-1	CBS
MC-1	CCBL1
MC-1	CCBL2
MC-1	CSAD
MC-1	CTH
MC-1	DDC
MC-1	FTCD
MC-1	GAD1
MC-1	GAD2
MC-1	GADL1
MC-1	GCAT
MC-1	GLDC
MC-1	GOT1
MC-1	GOT2
MC-1	GPT
MC-1	GPT2
MC-1	HDC
MC-1	IGSF10
MC-1	KYNU
MC-1	MOCOS
MC-1	NFS1
MC-1	OAT
MC-1	ODC1
MC-1	PDXDC1
MC-1	PDXP
MC-1	PHYKPL
MC-1	PNPO
MC-1	PROSC
MC-1	PSAT1
MC-1	PYGB
MC-1	PYGL
MC-1	PYGM
MC-1	SCLY
MC-1	SDS
MC-1	SDSL
MC-1	SEPSECS
MC-1	SGPL1
MC-1	SHMT1
MC-1	SHMT2
MC-1	SPTLC1
MC-1	SPTLC2
MC-1	SPTLC3
MC-1	SRR
MC-1	TAT
MC-1	THNSL1
MCC950	NLRP3
MCOPPB	OPRL1
mCPP	HTR1A
mCPP	HTR1D
mCPP	HTR1E
mCPP	HTR2A
mCPP	HTR2B
mCPP	HTR2C
mCPP	HTR6
MC1568	HDAC2
MD-920	AADACL2
mdivi-1	DNM1
MDL-11939	HTR2A
MDL-11939	HTR2B
MDL-11939	HTR2C
MDL-29951	FBP1
MDL-72832	HTR1A
MDL-73005EF	HTR1A
ME-0328	PARP3
mebendazole	TUBA1A
mebendazole	TUBB
mebendazole	TUBB4B
mebeverine	CHRM1
mecamylamine	CHRNA1
mecamylamine	CHRNA2
mecamylamine	CHRNA3
mecamylamine	CHRNA4
mecamylamine	CHRNA6
mecamylamine	CHRNA7
mecamylamine	CHRNB4
meclinertant	NTSR1
meclinertant	NTSR2
meclizine	NR1I3
meclofenamic-acid	ALOX5
meclofenamic-acid	CNR1
meclofenamic-acid	KCNQ2
meclofenamic-acid	KCNQ3
meclofenamic-acid	PTGS1
meclofenamic-acid	PTGS2
medetomidine	ADRA1A
medetomidine	ADRA1B
medetomidine	ADRA1D
medetomidine	ADRA2A
medetomidine	ADRA2B
medetomidine	ADRA2C
medica-16	FFAR1
medroxyprogesterone	PGR
medroxyprogesterone-acetate	ESR1
medroxyprogesterone-acetate	PGR
medrysone	NR3C1
mefenamic-acid	KCNQ1
mefenamic-acid	PTGS1
mefenamic-acid	PTGS2
mefenamic-acid	TRPM3
megestrol-acetate	NR3C1
megestrol-acetate	PGR
meglitinide	CCR2
meglutol	HMGCR
meisoindigo	STAT3
MEK1-2-inhibitor	MAP2K2
melatonin	ASMT
melatonin	CALM1
melatonin	CALR
melatonin	EPX
melatonin	ESR1
melatonin	HTR2B
melatonin	MPO
melatonin	MTNR1A
melatonin	MTNR1B
melatonin	NQO2
melatonin	RORB
meldonium	BBOX1
melevodopa	DDC
meloxicam	PTGS1
meloxicam	PTGS2
melperone	DRD2
melperone	HTR2A
melphalan-n-oxide	HIF1A
menadione	AOX1
menadione	BGLAP
menadione	F10
menadione	F2
menadione	F7
menadione	F9
menadione	GGCX
menadione	NQO1
menadione	NQO2
menadione	PROC
menadione	PROS1
menadione	PROZ
menadione	VKORC1
menadione	VKORC1L1
menadione-bisulfite	GGCX
menadione-bisulfite	VKORC1
menadione-bisulfite	VKORC1L1
mepacrine	PLA2G1B
mepazine	MALT1
mephentermine	ADRA1A
mephentermine	ADRA1B
mephentermine	ADRA1D
mephentermine	ADRA2A
mephentermine	ADRA2B
mephentermine	ADRA2C
mephentermine	ADRB1
mephentermine	ADRB2
mephentermine	ADRB3
mephenytoin	SCN5A
meprednisone	NR3C1
meptazinol	BCHE
mepyramine	HRH1
mequinol	TYR
merbarone	TOP2A
mercaptopurine	HPRT1
mercaptopurine	IMPDH1
mercaptopurine	IMPDH2
mercaptopurine	PPAT
Merck60	HDAC1
Merck60	HDAC2
merimepodib	IMPDH1
mesalazine	ALOX5
mesalazine	CHUK
mesalazine	IKBKB
mesalazine	MPO
mesalazine	PPARG
mesalazine	PTGS1
mesalazine	PTGS2
mesoridazine	DRD2
mesoridazine	HTR2A
mestinon	ACHE
mestinon	BCHE
mestranol	ESR1
mesulergine	HTR2A
mesulergine	HTR2B
mesulergine	HTR2C
mesulergine	HTR3A
mesulergine	HTR3B
mesulergine	HTR6
mesulergine	HTR7
metacresol	INS
metamizole	PTGS1
metaproterenol	ADRB2
metaraminol	ADRA1A
metatinib	ABL1
metatinib	BCR
metazosin	ADRA1A
metenkephalin	OPRD1
metergoline	HTR1A
metergoline	HTR1B
metergoline	HTR1D
metergoline	HTR1E
metergoline	HTR1F
metergoline	HTR2A
metergoline	HTR2B
metergoline	HTR2C
metergoline	HTR5A
metergoline	HTR6
metergoline	HTR7
metformin	ACACB
metformin	PRKAB1
methacholine	CHRM2
methacholine	CHRM4
methanesulfonyl-fluoride	ACHE
methantheline	CHRM1
methantheline	HRH2
methapyrilene	HRH1
metharbital	CHRNA4
metharbital	CHRNA7
metharbital	GABRA1
metharbital	GABRA2
metharbital	GABRA3
metharbital	GABRA4
metharbital	GABRA5
metharbital	GABRA6
metharbital	GABRB1
metharbital	GABRB2
metharbital	GABRB3
metharbital	GABRD
metharbital	GABRE
metharbital	GABRG1
metharbital	GABRG2
metharbital	GABRG3
metharbital	GABRP
metharbital	GABRQ
metharbital	GRIA2
metharbital	GRIK2
methazolamide	CA1
methazolamide	CA12
methazolamide	CA14
methazolamide	CA2
methazolamide	CA4
methazolamide	CA7
methimazole	TPO
methionine	METAP2
methiopril	ACE
methocarbamol	CA1
methotrexate	DHFR
methoxamine	ADRA1A
methoxamine	ADRA1B
methoxamine	ADRA1D
methoxsalen	CYP1A1
methoxsalen	CYP1A2
methoxsalen	CYP2A13
methoxsalen	CYP2A6
methoxsalen	CYP3A4
methoxyamine	APEX1
methoxyflurane	ATP2C1
methoxyflurane	ATP5D
methoxyflurane	GABRA1
methoxyflurane	GABRA2
methoxyflurane	GABRA3
methoxyflurane	GABRA4
methoxyflurane	GABRA5
methoxyflurane	GABRA6
methoxyflurane	GABRB1
methoxyflurane	GABRB2
methoxyflurane	GABRB3
methoxyflurane	GABRD
methoxyflurane	GABRE
methoxyflurane	GABRG1
methoxyflurane	GABRG2
methoxyflurane	GABRG3
methoxyflurane	GABRP
methoxyflurane	GABRQ
methoxyflurane	GLRA1
methoxyflurane	GLRB
methoxyflurane	GRIA1
methoxyflurane	KCNA1
methoxyflurane	MT-ND1
methscopolamine	CHRM1
methscopolamine	CHRM2
methscopolamine	CHRM3
methsuximide	CACNA1G
methsuximide	CACNA1H
methsuximide	CACNA1I
methyclothiazide	SLC12A1
methyclothiazide	SLC12A3
methyl-aminolevulinate	FCGR1A
methyl-aminolevulinate	FECH
methylatropine-nitrate	CHRM1
methyldopa	ADRA2A
methyldopa	ADRA2B
methyldopa	ADRA2C
methyldopa	DDC
methylene-blue	ACHE
methylergometrine	DRD1
methylergometrine	HTR1E
methylergometrine	HTR1F
methylergometrine	HTR2A
methylergometrine	HTR2B
methylergometrine	HTR2C
methyllycaconitine	CHRNA7
methylnaltrexone	OPRD1
methylnaltrexone	OPRK1
methylnaltrexone	OPRM1
methylprednisolone	NR3C1
methylprednisolone-aceponate	NR3C1
methysergide	HTR1B
methysergide	HTR1D
methysergide	HTR1E
methysergide	HTR1F
methysergide	HTR2A
methysergide	HTR2B
methysergide	HTR2C
methysergide	HTR5A
methysergide	HTR6
methysergide	HTR7
metirosine	TH
metitepine	HTR1A
metitepine	HTR1B
metitepine	HTR1D
metitepine	HTR1E
metitepine	HTR1F
metitepine	HTR2A
metitepine	HTR2B
metitepine	HTR2C
metitepine	HTR5A
metitepine	HTR6
metitepine	HTR7
metixene	CHRM5
metoclopramide	CHRM1
metoclopramide	DRD2
metoclopramide	HTR3A
metoclopramide	HTR3B
metoclopramide	HTR4
metocurine	CHRM2
metocurine	CHRNA2
metolazone	SLC12A3
metoprolol	ADRB1
metoprolol	ADRB2
metoxibutropate	PTGS1
metoxibutropate	PTGS2
metrifonate	ACHE
metronidazole	CYP2C9
metronidazole	CYP3A4
metyrapone	CYP11B1
mevastatin	HMGCR
mexiletine	PLAU
mexiletine	SCN4A
mexiletine	SCN5A
ME0328	PARP3
MF-101	CYP19A1
MF-101	XDH
MG-132	PSMB1
MG-624	CHRNA7
MGCD-265	AXL
MGCD-265	MET
MI-14	PI4KB
mianserin	ADRA1A
mianserin	ADRA1B
mianserin	ADRA1D
mianserin	HRH1
mianserin	HRH2
mianserin	HTR2A
mianserin	HTR2B
mianserin	HTR2C
mianserin	HTR6
mianserin	HTR7
mibampator	GRIA1
mibefradil	ANO1
mibefradil	CACNA1C
mibefradil	CACNA1D
mibefradil	CACNA1F
mibefradil	CACNA1G
mibefradil	CACNA1H
mibefradil	CACNA1I
mibefradil	CACNA1S
mibefradil	CACNB1
mibefradil	CACNB2
mibefradil	CACNB3
mibefradil	CACNB4
mibefradil	CATSPER1
mibefradil	CATSPER2
mibefradil	CATSPER3
mibefradil	CATSPER4
miconazole	TRPM2
miconazole	TRPV5
midafotel	GRIN2A
midafotel	GRIN2B
midafotel	GRIN2C
midafotel	GRIN2D
midostaurin	FLT3
midostaurin	PRKCG
mifepristone	AR
mifepristone	NR1I2
mifepristone	NR3C1
mifepristone	PGR
mifobate	PPARG
miglitol	GAA
miglitol	GANAB
miglitol	GANC
miglitol	MGAM
miglustat	UGCG
milacemide	MAOB
milnacipran	SLC6A2
milnacipran	SLC6A4
milrinone	PDE2A
milrinone	PDE3A
milrinone	PDE3B
milrinone	PDE5A
miltefosine	PLA2G1B
mimosine	CCL2
mimosine	SHMT1
mimosine	SHMT2
mimosine	TYR
minaprine	ACHE
minaprine	CHRM1
minaprine	DRD1
minaprine	DRD2
minaprine	HTR2A
minaprine	HTR2B
minaprine	HTR2C
minaprine	MAOA
minaprine	SLC6A4
minodronic-acid	FDPS
minodronic-acid	GGPS1
minoxidil	ABCC9
minoxidil	KCNJ1
minoxidil	KCNJ10
minoxidil	KCNJ11
minoxidil	KCNJ8
minoxidil	PTGS1
mirabegron	ADRB1
mirabegron	ADRB2
mirabegron	ADRB3
mirin	MRE11A
mirodenafil	PDE5A
mirtazapine	ADRA2A
mirtazapine	ADRA2B
mirtazapine	ADRA2C
mirtazapine	HTR2A
mirtazapine	HTR2C
misoprostol	PTGER2
misoprostol	PTGER3
misoprostol	PTGER4
misoprostol	PTGIR
mitiglinide	ABCC8
mitiglinide	KCNJ10
mitiglinide	PPARG
mitoflaxone	VWF
mitotane	CYP11A1
mitotane	CYP11B1
mitotane	ESR1
mitoxantrone	TOP2A
mivacurium	CHRNA2
mizolastine	HRH1
mizoribine	IMPDH1
MJ-15	CNR1
MK-0354	HCAR2
MK-0354	HCAR3
MK-0773	AR
MK-0812	CCR2
MK-0893	GCGR
MK-1775	WEE1
MK-2206	AKT1
MK-2206	AKT2
MK-2206	AKT3
MK-2295	TRPV1
MK-2461	FGFR1
MK-2461	FGFR2
MK-2461	FGFR3
MK-2461	FLT1
MK-2461	FLT3
MK-2461	FLT4
MK-2461	KDR
MK-2461	MERTK
MK-2461	MET
MK-2461	MST1R
MK-2461	NTRK1
MK-2461	NTRK2
MK-2461	PDGFRB
MK-2894	PTGER4
MK-3207	CALCA
MK-3697	HCRTR2
MK-5046	BRS3
MK-5046	GRPR
MK-5046	NMBR
MK-5108	AURKA
MK-5108	AURKB
MK-5108	AURKC
MK-571	ABCC2
MK-571	CYSLTR1
MK-6096	HCRTR1
MK-6096	HCRTR2
MK-8033	MET
MK-8245	SCD
MK-8745	AURKA
MK2-IN-1	MAPKAPK2
MLN0128	MTOR
MLN0128	PIK3CA
MLN0128	PIK3CD
MLN0128	PIK3CG
MLN1117	PIK3CA
MLN8054	AURKA
ML10302	HTR3A
ML10302	HTR3B
ML10302	HTR4
ML141	CDC42
ML167	CLK4
ML167	DYRK1B
ML179	NR5A2
ML193	GPR55
ML204	TRPC4
ML204	TRPC5
ML213	KCNQ4
ML218	CACNA1G
ML218	CACNA1H
ML218	CACNA1I
ML228	HIF1A
ML277	KCNQ1
ML281	STK33
ML297	KCNJ3
ML298	PLD2
ML314	NTSR1
ML323	USP1
ML324	KDM4A
ML3403	CYP3A4
ML3403	MAPK11
ML3403	MAPK12
ML3403	MAPK14
ML347	ACVR1
ML347	ACVRL1
ML347	BMPR1A
ML348	LYPLA1
ML365	KCNK3
ML365	KCNK9
ML786	BRAF
ML786	RAF1
ML9	TRPC6
MM-11253	RARG
MM77	HTR1A
MN-64	TNKS
mocetinostat	HDAC1
mocetinostat	HDAC11
mocetinostat	HDAC2
mocetinostat	HDAC3
moclobemide	MAOA
moclobemide	MAOB
moexipril	ACE
moexipril	ACE2
mofegiline	MAOA
mofegiline	MAOB
mofezolac	PTGS1
molidustat	EGLN2
molindone	DRD2
molindone	HRH1
molindone	HTR2A
molsidomine	GUCY1A3
mometasone	NR3C1
mometasone-furoate	NR3C1
monastrol	KIF11
monobenzone	TYR
montelukast	ALOX5
montelukast	CYSLTR1
moracizine	SCN5A
morin	ADORA2A
morin	ESR2
morin	FASN
morin	MCL1
morin	SLC22A12
morinidazole	CYP51A1
mosapride	HTR4
motesanib	FLT1
motesanib	FLT4
motesanib	KDR
motesanib	KIT
motolimod	TLR8
moxifloxacin	TOP2A
moxonidine	ADRA2A
moxonidine	ADRA2B
moxonidine	ADRA2C
mozavaptan	AVPR1A
mozavaptan	AVPR1B
mozavaptan	AVPR2
MPEP	GRM1
MPEP	GRM4
MPEP	GRM5
MPI-0479605	TTK
Mps-BAY-2a	TTK
Mps1-IN-1	TTK
MR-948	TBXAS1
MRK-016	GABRA1
MRK-016	GABRA2
MRK-016	GABRA3
MRK-016	GABRA5
MRK-560	APP
MRS-1220	ADORA2B
MRS-1220	ADORA3
MRS-1334	ADORA3
MRS-2578	P2RY6
MRS-3777	ADORA1
MRS-3777	ADORA2A
MRS-3777	ADORA2B
MRS-3777	ADORA3
MSX-122	CXCR4
MTPG	GRM2
MTPG	GRM3
mubritinib	EGFR
mubritinib	ERBB2
muscimol	GABRA1
muscimol	GABRA2
muscimol	GABRA3
muscimol	GABRA4
muscimol	GABRA5
muscimol	GABRA6
muscimol	GABRR1
muscimol	GABRR2
muscimol	GABRR3
MY-5445	PDE5A
mycophenolate-mofetil	IMPDH1
mycophenolate-mofetil	IMPDH2
mycophenolic-acid	IMPDH1
mycophenolic-acid	IMPDH2
myricetin	PIK3CG
myricitrin	NOS1
myricitrin	PRKCA
M8-B	TRPM8
N-acetyl-D-glucosamine	B4GALT1
N-acetyl-D-glucosamine	B4GALT2
N-acetyl-D-glucosamine	B4GALT3
N-acetyl-D-glucosamine	B4GALT4
N-acetyl-D-glucosamine	NAGK
N-acetyl-D-glucosamine	NAGLU
N-acetyl-D-glucosamine	NAGPA
N-acetyl-D-glucosamine	RENBP
N-alpha-methylhistamine-dihydrochloride	HRH4
NAB-2	NEDD4
nabumetone	PTGS1
nabumetone	PTGS2
nadide	AHCY
nadide	AKR1A1
nadide	ALDH2
nadide	BLVRA
nadide	DHPS
nadide	DLD
nadide	GALE
nadide	HMGCR
nadide	HSD17B1
nadide	HSD17B4
nadide	IMPDH2
nadide	MGAM
nadide	P2RY11
nadide	SORD
nadide	TRPM2
nadolol	ADRB1
nadolol	ADRB2
nadolol	ADRB3
NADPH	DRD2
NADPH	DRD3
NADPH	DRD4
NADPH	GHSR
NADPH	HTR2A
NADPH	HTR2C
nafadotride	DRD2
nafadotride	DRD3
nafadotride	HTR1A
nafamostat	ASIC1
nafamostat	ASIC2
nafamostat	ASIC3
nafamostat	C1R
nafamostat	PRSS1
nafamostat	TPSAB1
nafamostat	TRPM7
nafcillin	CYP1A2
nafcillin	CYP3A4
nafcillin	SLC22A6
naftopidil	ADRA1A
nalbuphine	OPRD1
nalbuphine	OPRK1
nalbuphine	OPRM1
nalfurafine	OPRK1
nalfurafine	OPRM1
nalmefene	OPRD1
nalmefene	OPRK1
nalmefene	OPRM1
naloxegol	OPRM1
naloxone	CREB1
naloxone	ESR1
naloxone	OPRD1
naloxone	OPRK1
naloxone	OPRM1
naloxone	TLR4
naloxone-benzoylhydrazone	OPRK1
naloxone-benzoylhydrazone	OPRM1
naltrexone	OPRD1
naltrexone	OPRK1
naltrexone	OPRM1
naltrexone	SIGMAR1
naltriben	OPRD1
naltriben	OPRK1
naltriben	OPRM1
naltrindole	OPRD1
naltrindole	OPRK1
naltrindole	OPRM1
NAN-190	ADRA1A
NAN-190	ADRA1B
NAN-190	ADRA1D
NAN-190	HTR1A
NAN-190	HTR1F
napabucasin	STAT3
naphazoline	ADRA1A
naphazoline	ADRA2A
naproxen	PTGS1
naproxen	PTGS2
naratriptan	HTR1A
naratriptan	HTR1B
naratriptan	HTR1D
naratriptan	HTR1E
naratriptan	HTR1F
naringenin	CYP19A1
naringenin	CYP1B1
naringenin	ESR2
naringenin	GLO1
naringenin	HSD17B1
naringeninic-acid	HCAR2
naringeninic-acid	PTGR1
naringin	SLCO1A2
NAS-181	HTR1B
nastorazepide	CCKBR
nateglinide	ABCC8
nateglinide	KCNJ10
nateglinide	KCNJ11
nateglinide	PPARG
NAV-26	SCN9A
navarixin	CXCR1
navarixin	CXCR2
navitoclax	BCL2
navitoclax	BCL2L1
navitoclax	BCL2L2
NBI-27914	CRHR1
NBI-74330-(+/-)	CXCR3
NBQX	GRIA1
NBQX	GRIA2
NBQX	GRIA3
NBQX	GRIA4
NBQX	GRIK1
NBQX	GRIN1
NBQX	GRIN2A
NBQX	GRIN2B
NCS-382	GABBR1
NCS-382	GABBR2
NCS-382	SLC52A2
NDT-9513727	C5AR1
NE-100	SIGMAR1
nebivolol	ADRB1
nebracetam	CHRM1
NECA	ADORA1
NECA	ADORA2A
NECA	ADORA2B
NECA	ADORA3
necrostatin-1	RIPK1
necrostatin-2	RIPK2
nedocromil	CYSLTR1
nedocromil	CYSLTR2
nedocromil	FPR1
nedocromil	HSP90AA1
nedocromil	PTGDR
nefazodone	ADRA1A
nefazodone	ADRA1B
nefazodone	ADRA2A
nefazodone	CYP3A4
nefazodone	HTR1A
nefazodone	HTR2A
nefazodone	HTR2C
nefazodone	SLC6A2
nefazodone	SLC6A3
nefazodone	SLC6A4
nefiracetam	CHRM1
nelarabine	POLA1
nelfinavir	CYP1A2
nelfinavir	CYP2B6
nelfinavir	CYP2C19
nelfinavir	CYP2C9
nelfinavir	CYP2D6
nelfinavir	CYP3A4
nelfinavir	CYP3A7
nemonapride	DRD2
nemonapride	DRD3
nemonapride	DRD4
nemorubicin	TOP1
nemorubicin	TOP2A
neomycin	CXCR4
neostigmine	ACHE
nepafenac	PTGS1
nepafenac	PTGS2
nepicastat	DBH
neratinib	EGFR
neratinib	ERBB2
neratinib	KDR
neridronic-acid	FDPS
netupitant	TACR1
neuropathiazol	BMP2
neuropathiazol	LIF
nevirapine	CYP1A2
nevirapine	CYP2A6
nevirapine	CYP2B6
nevirapine	CYP2C9
nevirapine	CYP2D6
nevirapine	CYP3A4
nevirapine	CYP3A5
nexturastat-A	HDAC1
nexturastat-A	HDAC6
NFKB-activation-inhibitor-II	RELA
NG-nitro-arginine	NOS1
NG-nitro-arginine	NOS2
NG-nitro-arginine	NOS3
NGB-2904	DRD3
NGD-94-1	DRD4
NGD-98-2	CRHR1
NHI-2	LDHA
NI-57	BRD1
NI-57	BRPF1
NI-57	BRPF3
niacin	DGAT2
niacin	HCAR1
niacin	HCAR2
niacin	HCAR3
niacin	NNMT
niacin	QPRT
nialamide	COMT
nialamide	MAOA
nialamide	MAOB
nicardipine	ADORA3
nicergoline	ADRA1A
niclosamide	STAT3
nicorandil	KCNJ11
nicotinamide	BST1
nicotinamide	LDHA
nicotinamide	PARP1
nicotinamide	SIRT5
nicotine	CHAT
nicotine	CHRNA10
nicotine	CHRNA2
nicotine	CHRNA3
nicotine	CHRNA4
nicotine	CHRNA5
nicotine	CHRNA6
nicotine	CHRNA7
nicotine	CHRNA9
nicotine	CHRNB2
nicotine	CHRNB3
nicotine	CHRNB4
nicotine	CYP19A1
nicotine	TBXAS1
nicotine	TRPA1
NIDA-41020	CNR1
nifedipine	CACNA1C
nifedipine	CACNA1D
nifedipine	CACNA1F
nifedipine	CACNA1H
nifedipine	CACNA1S
nifedipine	CACNA2D1
nifedipine	CACNB2
nifedipine	CALM1
nifedipine	GLRA1
nifedipine	GLRA3
nifedipine	GLRB
nifedipine	KCNA1
nifedipine	KCNA5
nifedipine	NR1I2
nifedipine	TRPM3
nifenalol	ADRB1
nifenalol	ADRB2
niflumic-acid	ANO1
niflumic-acid	CLCN1
niflumic-acid	CLCNKA
niflumic-acid	CLCNKB
niflumic-acid	KCNQ1
niflumic-acid	PLA2G1B
niflumic-acid	PLA2G4A
niflumic-acid	PTGS1
niflumic-acid	PTGS2
niflumic-acid	UGT1A9
niguldipine-(S)-(+)	ADRA1A
nilotinib	ABL1
nilotinib	KIT
nilutamide	AR
nilvadipine	CACNA1C
nilvadipine	CACNA1D
nimesulide	LTF
nimesulide	PLA2G2E
nimesulide	PTGS1
nimesulide	PTGS2
nimodipine	CFTR
nimodipine	NR3C2
nintedanib	FGFR1
nintedanib	FGFR2
nintedanib	FGFR3
nintedanib	FGFR4
nintedanib	FLT1
nintedanib	FLT4
nintedanib	KDR
nintedanib	PDGFRA
nintedanib	PDGFRB
niraparib	PARP1
nisoldipine	CACNA1C
nisoldipine	CACNA1D
nisoldipine	CACNA1F
nisoldipine	CACNA1S
nisoxetine	SLC6A2
nisoxetine	SLC6A3
nisoxetine	SLC6A4
nitecapone	COMT
nitrendipine	CACNA1D
nitrendipine	CACNA2D1
nitrendipine	KCNN4
nitrocaramiphen	CHRM1
nitroxoline	METAP2
nizatidine	HRH2
NK-252	NFE2L2
NKY-80	ADCY5
NLG919	IDO1
NMDA	GRIN1
NMDA	GRIN2A
NMDA	GRIN2B
NMDA	GRIN2C
NMDA	GRIN2D
NMS-1286937	FLT3
NMS-1286937	PLK1
NMS-1286937	PLK2
NMS-1286937	PLK3
NMS-873	VCP
NN-DNJ	GBA
NNC-05-2090	SLC6A12
NNC-55-0396	CATSPER1
NNC-55-0396	CATSPER2
NNC-55-0396	CATSPER3
NNC-55-0396	CATSPER4
NNC-63-0532	OPRL1
NNC-711	SIGMAR1
NNC-711	SLC6A1
NO-ASA	PTGS2
nobiletin	MAP2K1
nocodazole	HPGDS
nolatrexed	TYMS
nomegestrol-acetate	PGR
nomifensine	DRD2
nomifensine	SLC6A2
nomifensine	SLC6A3
nonivamide	TRPV1
nor-binaltorphimine	OPRD1
nor-binaltorphimine	OPRK1
nor-binaltorphimine	OPRM1
norelgestromin	PGR
norepinephrine	ADRA1A
norepinephrine	ADRA1B
norepinephrine	ADRA1D
norepinephrine	ADRA2A
norepinephrine	ADRA2B
norepinephrine	ADRA2C
norepinephrine	ADRB1
norepinephrine	ADRB2
norepinephrine	ADRB3
norepinephrine	PAH
norepinephrine	SLC18A1
norepinephrine	SLC18A2
norethindrone	PGR
norethindrone-acetate	PGR
noretynodrel	PGR
norfloxacin	TOP2A
norfluoxetine	HTR2B
norgestimate	ESR1
norgestimate	PGR
norgestrel	AR
norgestrel	ESR1
norgestrel	PGR
norgestrel	SRD5A1
nortriptyline	ADRA1A
nortriptyline	ADRA1B
nortriptyline	ADRA1D
nortriptyline	ADRA2A
nortriptyline	ADRA2B
nortriptyline	ADRA2C
nortriptyline	ADRB1
nortriptyline	ADRB2
nortriptyline	ADRB3
nortriptyline	CHRM1
nortriptyline	CHRM2
nortriptyline	CHRM3
nortriptyline	CHRM4
nortriptyline	CHRM5
nortriptyline	DRD2
nortriptyline	HRH1
nortriptyline	HTR1A
nortriptyline	HTR2A
nortriptyline	HTR2C
nortriptyline	HTR6
nortriptyline	KCNJ10
nortriptyline	PGRMC1
nortriptyline	SIGMAR1
nortriptyline	SLC6A2
nortriptyline	SLC6A4
noscapine	SIGMAR1
NOV-002	GSR
NPC-15199	PPARG
NPPB	ANO1
NPPB	CLCN2
NPPB	CLCN7
NPPB	TRPA1
NPS-2143	CASR
NPY-5RA972	NPY5R
NQDI-1	CASP3
NS-018	JAK1
NS-018	JAK2
NS-018	JAK3
NS-018	TYK2
NS-11021	KCNMA1
NS-1643	KCNH2
NS-1643	KCNH6
NS-1643	KCNMA1
NS-19504	KCNMA1
NS-309	KCNN1
NS-309	KCNN2
NS-309	KCNN3
NS-309	KCNN4
NS-3623	KCNH2
NS-3861	CHRNA3
NS-3861	CHRNB4
NS-5806	KCND3
NS-8	KCNMA1
NS-8593	KCNN1
NS-8593	KCNN2
NS-8593	KCNN3
NS-9283	CHRNA4
NSC-3852	HDAC1
NSC-405020	MMP1
NSC-4644	PYGM
NSC-5844	CCR1
NSC-625987	CDK2
NSC-625987	CDK4
NSC-632839	SENP2
NSC-632839	USP1
NSC-632839	USP2
NSC-632839	USP7
NSC-636819	KDM4A
NSC-636819	KDM4B
NSC-663284	CDC25A
NSC-663284	CDC25B
NSC-663284	CDC25C
NSC-697923	UBE2N
NSC-95397	CDC25A
NSC-95397	CDC25B
NSC-9965	CHRNA4
NSC-9965	CHRNB2
NTNCB	NPY5R
NTRC-824	NTSR2
nTZDpa	PPARG
NT157	IGF1R
NU-1025	PARP1
NU-2058	CCNA2
NU-2058	CDK2
NU-6027	CCNA2
NU-6027	CDK2
NU-7026	PRKDC
NU-7441	PRKDC
nutlin-3	MDM2
nutlin-3	TP53
NVP-ADW742	IGF1R
NVP-AEW541	IGF1R
NVP-AEW541	INSR
NVP-AUY922	HSP90AA1
NVP-AUY922	HSP90AB1
NVP-BEZ235	ATR
NVP-BEZ235	MTOR
NVP-BEZ235	PIK3CA
NVP-BEZ235	PIK3CD
NVP-BEZ235	PIK3CG
NVP-BGJ398	FGFR1
NVP-BGJ398	FGFR2
NVP-BGJ398	FGFR3
NVP-BGJ398	FGFR4
NVP-BGJ398	KDR
NVP-BHG712	EPHB4
NVP-BSK805	JAK2
NVP-BVU972	MET
NVP-DPP728	DPP4
NVP-HSP990	HSP90AA1
NVP-HSP990	HSP90AB1
NVP-TAE226	PTK2
NVP-TAE684	ALK
NVP-TAE684	INSR
NVP-TNKS656	TNKS2
NVP-231	CERK
NVS-PAK1-1	PAK1
N6-cyclopentyladenosine	ADORA1
N6-cyclopentyladenosine	ADORA2A
N6-cyclopentyladenosine	ADORA2B
N6-cyclopentyladenosine	ADORA3
N6-cyclopentyladenosine	SLC29A1
