drug	event
sulfasalazine	KEGG_MAPK_SIGNALING_PATHWAY
sulfasalazine	KEGG_CHEMOKINE_SIGNALING_PATHWAY
sulfasalazine	KEGG_APOPTOSIS
sulfasalazine	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
sulfasalazine	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
sulfasalazine	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
sulfasalazine	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
sulfasalazine	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
sulfasalazine	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
sulfasalazine	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
sulfasalazine	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
sulfasalazine	KEGG_PATHWAYS_IN_CANCER
sulfasalazine	KEGG_PANCREATIC_CANCER
sulfasalazine	KEGG_PROSTATE_CANCER
sulfasalazine	KEGG_CHRONIC_MYELOID_LEUKEMIA
sulfasalazine	KEGG_ACUTE_MYELOID_LEUKEMIA
sulfasalazine	KEGG_SMALL_CELL_LUNG_CANCER
sulfasalazine	KEGG_ARACHIDONIC_ACID_METABOLISM
sulfasalazine	KEGG_FATTY_ACID_METABOLISM
sulfasalazine	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
sulfasalazine	KEGG_LYSINE_DEGRADATION
sulfasalazine	KEGG_TRYPTOPHAN_METABOLISM
sulfasalazine	KEGG_PYRUVATE_METABOLISM
sulfasalazine	KEGG_PROPANOATE_METABOLISM
sulfasalazine	KEGG_BUTANOATE_METABOLISM
sulfasalazine	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
spironolactone	KEGG_OOCYTE_MEIOSIS
spironolactone	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
spironolactone	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
spironolactone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
spironolactone	KEGG_STEROID_HORMONE_BIOSYNTHESIS
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
spironolactone	KEGG_GNRH_SIGNALING_PATHWAY
spironolactone	KEGG_ALZHEIMERS_DISEASE
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_TYPE_II_DIABETES_MELLITUS
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
spironolactone	KEGG_GNRH_SIGNALING_PATHWAY
spironolactone	KEGG_ALZHEIMERS_DISEASE
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
spironolactone	KEGG_GNRH_SIGNALING_PATHWAY
spironolactone	KEGG_TYPE_II_DIABETES_MELLITUS
spironolactone	KEGG_ALZHEIMERS_DISEASE
spironolactone	KEGG_CARDIAC_MUSCLE_CONTRACTION
spironolactone	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
spironolactone	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
spironolactone	KEGG_DILATED_CARDIOMYOPATHY
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
spironolactone	KEGG_LONG_TERM_POTENTIATION
spironolactone	KEGG_GNRH_SIGNALING_PATHWAY
spironolactone	KEGG_TYPE_II_DIABETES_MELLITUS
spironolactone	KEGG_ALZHEIMERS_DISEASE
spironolactone	KEGG_TASTE_TRANSDUCTION
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_TYPE_II_DIABETES_MELLITUS
spironolactone	KEGG_TASTE_TRANSDUCTION
spironolactone	KEGG_MAPK_SIGNALING_PATHWAY
spironolactone	KEGG_CALCIUM_SIGNALING_PATHWAY
spironolactone	KEGG_LONG_TERM_DEPRESSION
spironolactone	KEGG_TYPE_II_DIABETES_MELLITUS
spironolactone	KEGG_OOCYTE_MEIOSIS
spironolactone	KEGG_PATHWAYS_IN_CANCER
spironolactone	KEGG_PROSTATE_CANCER
sorafenib	KEGG_ENDOCYTOSIS
sorafenib	KEGG_PATHWAYS_IN_CANCER
sorafenib	KEGG_THYROID_CANCER
sorafenib	KEGG_MAPK_SIGNALING_PATHWAY
sorafenib	KEGG_CALCIUM_SIGNALING_PATHWAY
sorafenib	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
sorafenib	KEGG_FOCAL_ADHESION
sorafenib	KEGG_GAP_JUNCTION
sorafenib	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
sorafenib	KEGG_PATHWAYS_IN_CANCER
sorafenib	KEGG_GLIOMA
sorafenib	KEGG_PROSTATE_CANCER
sorafenib	KEGG_MELANOMA
sorafenib	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
sorafenib	KEGG_ENDOCYTOSIS
sorafenib	KEGG_VEGF_SIGNALING_PATHWAY
sorafenib	KEGG_FOCAL_ADHESION
sorafenib	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
sorafenib	KEGG_FOCAL_ADHESION
sorafenib	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
sorafenib	KEGG_ENDOCYTOSIS
sorafenib	KEGG_FOCAL_ADHESION
simvastatin	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
sildenafil	KEGG_PURINE_METABOLISM
sildenafil	KEGG_PURINE_METABOLISM
sevoflurane	KEGG_OXIDATIVE_PHOSPHORYLATION
sevoflurane	KEGG_PARKINSONS_DISEASE
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
sevoflurane	KEGG_OXIDATIVE_PHOSPHORYLATION
sevoflurane	KEGG_ALZHEIMERS_DISEASE
sevoflurane	KEGG_PARKINSONS_DISEASE
sevoflurane	KEGG_HUNTINGTONS_DISEASE
sertraline	KEGG_PARKINSONS_DISEASE
scopolamine	KEGG_STARCH_AND_SUCROSE_METABOLISM
scopolamine	KEGG_CALCIUM_SIGNALING_PATHWAY
scopolamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
scopolamine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
scopolamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
scopolamine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
scopolamine	KEGG_CALCIUM_SIGNALING_PATHWAY
scopolamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
scopolamine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
scopolamine	KEGG_CALCIUM_SIGNALING_PATHWAY
scopolamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
scopolamine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
scopolamine	KEGG_CALCIUM_SIGNALING_PATHWAY
scopolamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
scopolamine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
saquinavir	KEGG_LINOLEIC_ACID_METABOLISM
saquinavir	KEGG_STEROID_HORMONE_BIOSYNTHESIS
saquinavir	KEGG_RETINOL_METABOLISM
saquinavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
saquinavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
saquinavir	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
roxithromycin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rosuvastatin	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
ropinirole	KEGG_CALCIUM_SIGNALING_PATHWAY
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_GAP_JUNCTION
ropinirole	KEGG_CALCIUM_SIGNALING_PATHWAY
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_GAP_JUNCTION
ropinirole	KEGG_CALCIUM_SIGNALING_PATHWAY
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_GAP_JUNCTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ropinirole	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rofecoxib	KEGG_ARACHIDONIC_ACID_METABOLISM
rofecoxib	KEGG_VEGF_SIGNALING_PATHWAY
rofecoxib	KEGG_LEISHMANIA_INFECTION
rofecoxib	KEGG_PATHWAYS_IN_CANCER
rofecoxib	KEGG_SMALL_CELL_LUNG_CANCER
rocuronium	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rocuronium	KEGG_CALCIUM_SIGNALING_PATHWAY
rocuronium	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rocuronium	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
rizatriptan	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rizatriptan	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rizatriptan	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rizatriptan	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rizatriptan	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
rivastigmine	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
rivaroxaban	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_STEROID_HORMONE_BIOSYNTHESIS
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_STEROID_HORMONE_BIOSYNTHESIS
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_STEROID_HORMONE_BIOSYNTHESIS
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
ritonavir	KEGG_ARACHIDONIC_ACID_METABOLISM
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_ARACHIDONIC_ACID_METABOLISM
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_ARACHIDONIC_ACID_METABOLISM
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_ARACHIDONIC_ACID_METABOLISM
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_ARACHIDONIC_ACID_METABOLISM
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
ritonavir	KEGG_LINOLEIC_ACID_METABOLISM
ritonavir	KEGG_TRYPTOPHAN_METABOLISM
ritonavir	KEGG_RETINOL_METABOLISM
ritonavir	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
ritonavir	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_GAP_JUNCTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_GAP_JUNCTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
risperidone	KEGG_CALCIUM_SIGNALING_PATHWAY
risperidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
risperidone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
ribavirin	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
ribavirin	KEGG_PURINE_METABOLISM
ribavirin	KEGG_PYRIMIDINE_METABOLISM
ribavirin	KEGG_PURINE_METABOLISM
ribavirin	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
ribavirin	KEGG_PURINE_METABOLISM
ribavirin	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
repaglinide	KEGG_TYPE_II_DIABETES_MELLITUS
ramelteon	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
ramelteon	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_GAP_JUNCTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_GAP_JUNCTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
quetiapine	KEGG_CALCIUM_SIGNALING_PATHWAY
quetiapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
quetiapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
pyrimethamine	KEGG_ONE_CARBON_POOL_BY_FOLATE
pyrimethamine	KEGG_FOLATE_BIOSYNTHESIS
pyrazinamide	KEGG_INSULIN_SIGNALING_PATHWAY
propylthiouracil	KEGG_TYROSINE_METABOLISM
propylthiouracil	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
propylthiouracil	KEGG_JAK_STAT_SIGNALING_PATHWAY
propylthiouracil	KEGG_HEMATOPOIETIC_CELL_LINEAGE
propylthiouracil	KEGG_AUTOIMMUNE_THYROID_DISEASE
progesterone	KEGG_OOCYTE_MEIOSIS
progesterone	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
progesterone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
progesterone	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
progesterone	KEGG_STEROID_HORMONE_BIOSYNTHESIS
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_CALCIUM_SIGNALING_PATHWAY
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
primidone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
prednisone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
prednisone	KEGG_STEROID_HORMONE_BIOSYNTHESIS
prednisone	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
prednisolone	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
prednisolone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
prazosin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
