drug_name	gene_name
amoxapine	GABRD
amoxapine	GABRE
amoxapine	GABRG1
amoxapine	GABRG2
amoxapine	GABRG3
amoxapine	GABRP
amoxapine	GABRQ
amoxapine	HTR1A
amoxapine	HTR1B
amoxapine	HTR2A
amoxapine	HTR2B
amoxapine	HTR2C
amoxapine	HTR3A
amoxapine	HTR6
amoxapine	HTR7
amoxapine	SLC6A2
amoxapine	SLC6A3
amoxapine	SLC6A4
amoxicillin	CYP2C19
amoxicillin	SLC15A1
amoxicillin	SLC15A2
amoxicillin	SLC22A6
anastrozole	CYP19A1
aprepitant	TACR1
argatroban	F2
aripiprazole	ADRA1A
aripiprazole	ADRA1B
aripiprazole	ADRA2A
aripiprazole	ADRA2B
aripiprazole	ADRA2C
aripiprazole	CHRM1
aripiprazole	CHRM2
aripiprazole	CHRM3
aripiprazole	CHRM4
aripiprazole	CHRM5
aripiprazole	HTR1A
aripiprazole	HTR1B
aripiprazole	HTR1D
aripiprazole	HTR1E
aripiprazole	HTR2A
aripiprazole	HTR2C
aripiprazole	HTR3A
aripiprazole	HTR6
aripiprazole	HTR7
atomoxetine	GRIN1
atomoxetine	GRIN2A
atomoxetine	GRIN2B
atomoxetine	GRIN2C
atomoxetine	GRIN2D
atomoxetine	GRIN3A
atomoxetine	GRIN3B
atomoxetine	SLC6A2
atomoxetine	SLC6A3
atomoxetine	SLC6A4
atorvastatin	HMGCR
atropine	CHRM1
atropine	CHRM2
atropine	CHRM3
auranofin	IKBKB
azathioprine	HPRT1
azathioprine	IMPDH1
azathioprine	PPAT
azithromycin	MLNR
baclofen	GABBR1
baclofen	GABBR2
balsalazide	ALOX5
balsalazide	PTGS1
balsalazide	PTGS2
bethanechol	CHRM1
bethanechol	CHRM2
bethanechol	CHRM3
bethanechol	CHRM4
bicalutamide	AR
bimatoprost	AKR1C3
bimatoprost	PTGER1
bimatoprost	PTGER3
bimatoprost	PTGFR
bortezomib	PSMA1
bortezomib	PSMA2
bortezomib	PSMA3
bortezomib	PSMA4
bortezomib	PSMA5
bortezomib	PSMA6
bortezomib	PSMA7
bortezomib	PSMA8
bortezomib	PSMB1
bortezomib	PSMB10
bortezomib	PSMB2
bortezomib	PSMB3
bortezomib	PSMB4
bortezomib	PSMB5
bortezomib	PSMB6
bortezomib	PSMB7
bortezomib	PSMB8
bortezomib	PSMB9
bortezomib	PSMD2
brimonidine	ADRA2A
brimonidine	ADRA2B
brimonidine	ADRA2C
brinzolamide	CA1
brinzolamide	CA12
brinzolamide	CA14
brinzolamide	CA2
brinzolamide	CA4
brinzolamide	CA5A
brinzolamide	CA7
bromocriptine	ADRA1A
bromocriptine	ADRA1B
bromocriptine	ADRA1D
bromocriptine	ADRA2A
bromocriptine	ADRA2B
bromocriptine	ADRA2C
bromocriptine	HTR1A
bromocriptine	HTR1B
bromocriptine	HTR1D
bromocriptine	HTR2A
bromocriptine	HTR2B
bromocriptine	HTR2C
bromocriptine	HTR6
bromocriptine	HTR7
budesonide	NR3C1
bumetanide	SLC12A1
bumetanide	SLC12A2
bumetanide	SLC12A4
bumetanide	SLC12A5
bupivacaine	SCN10A
bupropion	SLC6A2
bupropion	SLC6A3
buspirone	HTR1A
cabergoline	ADRA1A
cabergoline	ADRA1B
cabergoline	ADRA1D
cabergoline	ADRA2A
cabergoline	ADRA2B
cabergoline	ADRA2C
cabergoline	HTR1A
cabergoline	HTR1B
cabergoline	HTR1D
cabergoline	HTR2A
cabergoline	HTR2B
cabergoline	HTR2C
cabergoline	HTR7
caffeine	ADORA1
caffeine	ADORA2A
caffeine	ADORA2B
caffeine	ADORA3
caffeine	PDE10A
caffeine	PDE11A
caffeine	PIK3CA
caffeine	PIK3CB
caffeine	PIK3CD
capecitabine	TYMS
captopril	LTA4H
carbamazepine	SCN10A
carbamazepine	SCN11A
carbimazole	TPO
cefadroxil	SLC15A1
cefadroxil	SLC15A2
cefadroxil	SLC22A6
cefadroxil	SLC22A8
cefdinir	MPO
celecoxib	CA12
celecoxib	PTGS2
celiprolol	ADRA2A
chloramphenicol	CD55
chlorpromazine	ADRA1A
chlorpromazine	ADRA1B
chlorpromazine	ADRA1D
chlorpromazine	ADRA2A
chlorpromazine	ADRA2B
chlorpromazine	ADRA2C
chlorpromazine	CHRM1
chlorpromazine	CHRM3
chlorpromazine	HTR1A
chlorpromazine	HTR2A
chlorpromazine	HTR2B
chlorpromazine	HTR2C
chlorpromazine	HTR6
chlorpromazine	HTR7
chlorpromazine	ORM1
chlorpromazine	ORM2
chlorpromazine	SMPD1
chlorpropamide	KCNJ10
chlorthalidone	CA1
chlorthalidone	CA12
chlorthalidone	CA14
chlorthalidone	CA2
chlorthalidone	CA4
chlorthalidone	CA7
chlorthalidone	SLC12A1
chlorzoxazone	KCNMA1
ciclesonide	NR3C1
ciclesonide	SERPINA6
ciclopirox	ATP1A1
cimetidine	SLC29A4
cisatracurium	CHRNA2
citalopram	ADRA1A
citalopram	CHRM1
citalopram	SLC6A2
citalopram	SLC6A3
citalopram	SLC6A4
clarithromycin	CYP3A4
clofarabine	POLA1
clofarabine	POLE
clofarabine	RRM1
clofarabine	RRM2
clofarabine	RRM2B
clomipramine	HTR2A
clomipramine	HTR2B
clomipramine	HTR2C
clomipramine	SLC6A2
clomipramine	SLC6A3
clomipramine	SLC6A4
clonidine	ADRA1A
clonidine	ADRA1B
clonidine	ADRA1D
clonidine	ADRA2A
clonidine	ADRA2B
clonidine	ADRA2C
clopidogrel	P2RY12
clotrimazole	CYP3A4
clotrimazole	TRPM2
clozapine	ADRA1A
clozapine	ADRA1B
clozapine	ADRA1D
clozapine	ADRA2A
clozapine	ADRA2B
clozapine	ADRA2C
clozapine	CHRM1
clozapine	CHRM2
clozapine	CHRM3
clozapine	CHRM4
clozapine	CHRM5
clozapine	HTR1A
clozapine	HTR1B
clozapine	HTR1D
clozapine	HTR1E
clozapine	HTR1F
clozapine	HTR2A
clozapine	HTR2B
clozapine	HTR2C
clozapine	HTR3A
clozapine	HTR5A
clozapine	HTR6
clozapine	HTR7
colchicine	TUBA1A
colchicine	TUBA1B
colchicine	TUBA1C
colchicine	TUBA3C
colchicine	TUBA3E
colchicine	TUBA4A
colchicine	TUBB
colchicine	TUBB1
colchicine	TUBB2A
colchicine	TUBB2B
colchicine	TUBB3
colchicine	TUBB4A
colchicine	TUBB4B
colchicine	TUBB6
cortisone	NR3C1
cyclobenzaprine	HTR2A
cyclophosphamide	CYP2A6
cyclophosphamide	CYP2B6
cyclophosphamide	CYP2C18
cyclophosphamide	CYP2C19
cyclophosphamide	CYP2C8
cyclophosphamide	CYP2C9
cyclophosphamide	CYP2D6
cyclophosphamide	CYP3A4
cyclophosphamide	CYP3A5
cyclophosphamide	CYP3A7
cyproheptadine	ADRA1A
cyproheptadine	ADRA1B
cyproheptadine	ADRA1D
cyproheptadine	CHRM1
cyproheptadine	CHRM2
cyproheptadine	CHRM3
cyproheptadine	HTR2A
cyproheptadine	HTR2C
cyproheptadine	HTR6
cyproheptadine	HTR7
dacarbazine	PGD
dacarbazine	POLA2
danazol	AR
danazol	GNRHR2
danazol	PGR
dapsone	DHFR
darifenacin	CHRM1
darifenacin	CHRM2
darifenacin	CHRM3
darifenacin	CHRM4
darifenacin	CHRM5
dasatinib	PDGFRB
dasatinib	STAT5B
dasatinib	YES1
delavirdine	CYP3A4
desipramine	ADRA1A
desipramine	ADRA1B
desipramine	ADRA1D
desipramine	ADRA2A
desipramine	ADRA2B
desipramine	ADRA2C
desipramine	CHRM1
desipramine	CHRM2
desipramine	CHRM3
desipramine	CHRM4
desipramine	CHRM5
desipramine	HTR1A
desipramine	HTR2A
desipramine	HTR2C
desipramine	SLC6A2
desipramine	SLC6A4
desipramine	SMPD1
desoximetasone	NR3C1
desoximetasone	PLA2G1B
dexamethasone	NR3C1
dexamethasone	NR3C2
dexmedetomidine	ADRA2A
dexmedetomidine	ADRA2B
dexmedetomidine	ADRA2C
diclofenac	AKR1C3
diclofenac	ALOX5
diclofenac	PLA2G2A
diclofenac	PTGS1
diclofenac	PTGS2
didanosine	PNP
diflunisal	PTGS1
diflunisal	PTGS2
digoxin	ATP1A1
dihydroergotamine	ADRA2A
dihydroergotamine	HTR1B
dihydroergotamine	HTR1D
dihydroergotamine	HTR1E
dihydroergotamine	HTR1F
dihydroergotamine	HTR2B
dihydroergotamine	HTR7
diltiazem	CACNA1C
diltiazem	CACNA1S
diltiazem	CACNA2D1
diltiazem	CACNG1
diltiazem	HTR3A
dipyridamole	PDE10A
dipyridamole	PDE6D
dipyridamole	PDE6G
dipyridamole	PDE6H
dipyridamole	SLC29A1
disopyramide	CHRM1
disopyramide	CHRM2
disopyramide	CHRM3
disulfiram	DBH
docetaxel	MAP2
docetaxel	MAPT
docetaxel	TUBA1A
docetaxel	TUBA1B
docetaxel	TUBA1C
docetaxel	TUBA3C
docetaxel	TUBA3E
docetaxel	TUBA4A
docetaxel	TUBB
docetaxel	TUBB1
docetaxel	TUBB2A
docetaxel	TUBB2B
docetaxel	TUBB3
docetaxel	TUBB4A
docetaxel	TUBB4B
docetaxel	TUBB6
dofetilide	KCNJ12
dolasetron	HTR3A
donepezil	ACHE
dopamine	DBH
dopamine	HTR1A
dopamine	HTR7
dopamine	SLC6A2
dopamine	SLC6A3
dopamine	SLC6A4
doxazosin	ADRA1A
doxazosin	ADRA1B
doxazosin	ADRA1D
doxepin	SLC6A2
doxepin	SLC6A4
droperidol	ADRA1A
droperidol	HTR2A
duloxetine	HTR2A
duloxetine	HTR2C
duloxetine	HTR6
duloxetine	SLC6A2
duloxetine	SLC6A3
duloxetine	SLC6A4
dutasteride	SRD5A1
dutasteride	SRD5A2
dutasteride	SRD5A3
econazole	TRPM2
efavirenz	CYP1A2
efavirenz	CYP2B6
efavirenz	CYP2C19
efavirenz	CYP2C9
efavirenz	CYP2D6
efavirenz	CYP3A4
eletriptan	HTR1A
eletriptan	HTR1B
eletriptan	HTR1D
eletriptan	HTR1E
eletriptan	HTR1F
eletriptan	HTR2B
eletriptan	HTR7
ephedrine	ACHE
ephedrine	ADRA1A
ephedrine	SLC6A2
epinephrine	ADRA1A
epinephrine	ADRA1B
epinephrine	ADRA1D
epinephrine	ADRA2A
epinephrine	ADRA2B
epinephrine	ADRA2C
epinephrine	PAH
epinephrine	TNF
eplerenone	NR3C2
erythromycin	MLNR
estradiol	KCNMA1
estramustine	MAP2
ethosuximide	CACNA1G
ethosuximide	CACNA1H
ethosuximide	CACNA1I
etodolac	PTGS2
etoricoxib	PTGS2
exemestane	CYP19A1
ezetimibe	ANPEP
ezetimibe	NPC1L1
felbamate	GRIN1
felbamate	GRIN2A
felbamate	GRIN2B
felbamate	GRIN2C
felbamate	GRIN2D
felbamate	GRIN3A
felbamate	GRIN3B
finasteride	AKR1D1
finasteride	SRD5A1
finasteride	SRD5A2
flavoxate	CHRM1
flavoxate	CHRM2
fluconazole	CYP51A1
fludarabine	POLA1
fludarabine	RRM1
fludarabine	RRM2
flumazenil	GABRA1
flumazenil	GABRA2
flumazenil	GABRA3
flumazenil	GABRA4
flumazenil	GABRA5
flumazenil	GABRA6
flumazenil	GABRB1
flumazenil	GABRB2
flumazenil	GABRB3
flumazenil	GABRD
flumazenil	GABRE
flumazenil	GABRG1
flumazenil	GABRG2
flumazenil	GABRG3
flumazenil	GABRP
flumazenil	GABRQ
flunisolide	NR3C1
fluocinonide	NR3C1
fluocinonide	SERPINA6
fluorescein	SLC22A6
fluorometholone	NR3C1
fluoxetine	HTR2B
fluoxetine	SLC6A4
fluphenazine	HTR2A
fluphenazine	HTR6
fluphenazine	HTR7
flutamide	AR
fluvastatin	HMGCR
fluvoxamine	SLC6A4
frovatriptan	HTR1A
frovatriptan	HTR1B
frovatriptan	HTR1D
furosemide	CA2
furosemide	SLC12A1
furosemide	SLC12A2
gabapentin	ADORA1
gabapentin	CACNA1A
gabapentin	CACNA1B
gabapentin	CACNA1C
gabapentin	CACNA1D
gabapentin	CACNA1E
gabapentin	CACNA1F
gabapentin	CACNA1G
gabapentin	CACNA1H
gabapentin	CACNA1I
gabapentin	CACNA1S
gabapentin	CACNA2D1
gabapentin	CACNA2D2
gabapentin	CACNA2D3
gabapentin	CACNA2D4
gabapentin	CACNB1
gabapentin	CACNB2
gabapentin	CACNB3
gabapentin	CACNB4
gabapentin	CACNG1
gabapentin	CACNG2
gabapentin	CACNG3
gabapentin	CACNG4
gabapentin	CACNG5
gabapentin	CACNG6
gabapentin	CACNG7
gabapentin	CACNG8
gabapentin	GRIN1
gabapentin	GRIN2A
gabapentin	GRIN2B
gabapentin	GRIN2C
gabapentin	GRIN2D
gabapentin	GRIN3A
gabapentin	GRIN3B
galantamine	ACHE
galantamine	BCHE
galantamine	CHRNA1
galantamine	CHRNA10
galantamine	CHRNA2
galantamine	CHRNA3
galantamine	CHRNA4
galantamine	CHRNA5
galantamine	CHRNA6
galantamine	CHRNA7
galantamine	CHRNA9
galantamine	CHRNB2
galantamine	CHRNB3
galantamine	CHRNB4
gemcitabine	CMPK1
gemcitabine	RRM1
gemcitabine	RRM2
gemcitabine	TYMS
gemfibrozil	LPL
gemfibrozil	SLCO1B1
gemfibrozil	SLCO1B3
gemfibrozil	SLCO2B1
glimepiride	KCNJ11
glipizide	KCNJ10
glipizide	KCNJ11
granisetron	HTR3A
guanfacine	ADRA2A
guanfacine	ADRA2B
guanfacine	ADRA2C
haloperidol	GRIN2B
haloperidol	HTR1A
haloperidol	HTR1D
haloperidol	HTR2A
haloperidol	HTR2B
haloperidol	HTR7
hydrochlorothiazide	CA1
hydrochlorothiazide	CA12
hydrochlorothiazide	CA2
hydrochlorothiazide	CA4
hydrochlorothiazide	CA9
hydrochlorothiazide	KCNMA1
hydrochlorothiazide	SLC12A3
hydroxyurea	RRM1
hydroxyurea	RRM2
hydroxyurea	RRM2B
ibandronate	FDPS
ifosfamide	CYP2A6
ifosfamide	CYP2B6
ifosfamide	CYP2C18
ifosfamide	CYP2C19
ifosfamide	CYP2C8
ifosfamide	CYP2C9
ifosfamide	CYP3A4
ifosfamide	CYP3A5
ifosfamide	CYP3A7
ifosfamide	PTGS1
iloprost	PTGDR
iloprost	PTGER1
iloprost	PTGER2
iloprost	PTGER3
iloprost	PTGER4
iloprost	PTGFR
iloprost	PTGIR
iloprost	TBXA2R
imatinib	PDGFRA
imatinib	PDGFRB
imatinib	RET
imipramine	ADRA1A
imipramine	ADRA1B
imipramine	ADRA1D
imipramine	CHRM1
imipramine	CHRM2
imipramine	CHRM3
imipramine	CHRM4
imipramine	CHRM5
imipramine	HTR1A
imipramine	HTR2A
imipramine	HTR2C
imipramine	HTR6
imipramine	HTR7
imipramine	SLC6A2
imipramine	SLC6A3
imipramine	SLC6A4
indapamide	CA2
indapamide	HTR3A
indinavir	CYP3A4
indinavir	CYP3A5
indinavir	CYP3A7
indomethacin	GLO1
indomethacin	PLA2G2A
indomethacin	PTGDR2
indomethacin	PTGS1
indomethacin	PTGS2
irbesartan	SLC10A1
irinotecan	TOP1MT
isoflurane	GABRA1
isoflurane	GABRA2
isoflurane	GABRA3
isoflurane	GABRA4
isoflurane	GABRA5
isoflurane	GABRA6
isoflurane	GABRB1
isoflurane	GABRB2
isoflurane	GABRB3
isoflurane	GABRD
isoflurane	GABRE
isoflurane	GABRG1
isoflurane	GABRG2
isoflurane	GABRG3
isoflurane	GABRP
isoflurane	GABRQ
isoniazid	CYP1A2
isoniazid	CYP2C19
isoniazid	CYP2C8
isoniazid	CYP2E1
isoniazid	CYP3A4
isradipine	CACNA1D
isradipine	CACNA1F
isradipine	CACNA2D1
ivermectin	CHRNA7
ixabepilone	TUBB
ketoconazole	KCNA10
ketoprofen	PTGS1
ketoprofen	PTGS2
ketorolac	PTGS1
ketorolac	PTGS2
labetalol	ADRA1D
lamotrigine	SCN10A
lamotrigine	SCN11A
latanoprost	PTGFR
leflunomide	DHODH
leflunomide	PTK2B
lenalidomide	TNF
letrozole	CYP19A1
levetiracetam	CACNA1B
levocabastine	NTSR2
levonorgestrel	PGR
lidocaine	SCN10A
linezolid	MAOA
linezolid	MAOB
loperamide	CACNA1A
loperamide	OPRD1
loperamide	OPRK1
loperamide	OPRM1
loperamide	POMC
lovastatin	HMGCR
lovastatin	ITGAL
loxapine	ADRA1A
loxapine	ADRA1B
loxapine	ADRA2A
loxapine	ADRA2B
loxapine	ADRA2C
loxapine	CHRM1
loxapine	CHRM2
loxapine	CHRM3
loxapine	CHRM4
loxapine	CHRM5
loxapine	HTR1A
loxapine	HTR1B
loxapine	HTR1D
loxapine	HTR1E
loxapine	HTR2A
loxapine	HTR2C
loxapine	HTR3A
loxapine	HTR5A
loxapine	HTR6
loxapine	HTR7
loxapine	SLC6A2
loxapine	SLC6A3
loxapine	SLC6A4
maprotiline	SLC6A2
mebendazole	TUBA1A
mebendazole	TUBB
mebendazole	TUBB4B
mebeverine	CHRM1
melatonin	EPX
melatonin	HTR2B
melatonin	MPO
melatonin	MTNR1A
melatonin	MTNR1B
meloxicam	PTGS1
meloxicam	PTGS2
metformin	PRKAB1
methimazole	TPO
methocarbamol	CA1
methotrexate	DHFR
methyldopa	ADRA2A
methyldopa	ADRA2B
methyldopa	ADRA2C
methylergometrine	HTR1E
methylergometrine	HTR1F
methylergometrine	HTR2A
methylergometrine	HTR2B
methylergometrine	HTR2C
methylprednisolone	NR3C1
metoclopramide	CHRM1
metoclopramide	HTR3A
metoclopramide	HTR3B
metoclopramide	HTR4
metolazone	SLC12A3
metronidazole	CYP2C9
metronidazole	CYP3A4
mexiletine	PLAU
mianserin	ADRA1A
mianserin	ADRA1B
mianserin	ADRA1D
mianserin	HTR2A
mianserin	HTR2B
mianserin	HTR2C
mianserin	HTR6
mianserin	HTR7
miconazole	TRPM2
mifepristone	AR
mifepristone	NR3C1
mifepristone	PGR
miglitol	GAA
miglitol	MGAM
milnacipran	SLC6A2
milnacipran	SLC6A4
minoxidil	KCNJ10
minoxidil	KCNJ11
minoxidil	PTGS1
mirtazapine	ADRA2A
mirtazapine	ADRA2B
mirtazapine	ADRA2C
mirtazapine	HTR2A
mirtazapine	HTR2C
misoprostol	PTGER2
misoprostol	PTGER3
misoprostol	PTGER4
misoprostol	PTGIR
mitotane	CYP11A1
mitotane	CYP11B1
moclobemide	MAOA
moclobemide	MAOB
montelukast	ALOX5
montelukast	CYSLTR1
moxonidine	ADRA2A
moxonidine	ADRA2B
moxonidine	ADRA2C
nabumetone	PTGS1
nabumetone	PTGS2
nalbuphine	OPRD1
nalbuphine	OPRK1
nalbuphine	OPRM1
naloxone	OPRD1
naloxone	OPRK1
naloxone	OPRM1
naltrexone	OPRD1
naltrexone	OPRK1
naltrexone	OPRM1
naltrexone	SIGMAR1
naproxen	PTGS1
naproxen	PTGS2
naratriptan	HTR1A
naratriptan	HTR1B
naratriptan	HTR1D
naratriptan	HTR1E
naratriptan	HTR1F
nateglinide	KCNJ10
nateglinide	KCNJ11
nefazodone	ADRA1A
nefazodone	ADRA1B
nefazodone	ADRA2A
nefazodone	CYP3A4
nefazodone	HTR1A
nefazodone	HTR2A
nefazodone	HTR2C
nefazodone	SLC6A2
nefazodone	SLC6A3
nefazodone	SLC6A4
nelarabine	POLA1
nelfinavir	CYP1A2
nelfinavir	CYP2B6
nelfinavir	CYP2C19
nelfinavir	CYP2C9
nelfinavir	CYP2D6
nelfinavir	CYP3A4
nelfinavir	CYP3A7
neostigmine	ACHE
nepafenac	PTGS1
nepafenac	PTGS2
nevirapine	CYP1A2
nevirapine	CYP2A6
nevirapine	CYP2B6
nevirapine	CYP2C9
nevirapine	CYP2D6
nevirapine	CYP3A4
nevirapine	CYP3A5
nicardipine	ADORA3
nicorandil	KCNJ11
nicotine	CHAT
nicotine	CHRNA10
nicotine	CHRNA2
nicotine	CHRNA3
nicotine	CHRNA4
nicotine	CHRNA5
nicotine	CHRNA6
nicotine	CHRNA7
nicotine	CHRNA9
nicotine	CHRNB2
nicotine	CHRNB3
nicotine	CHRNB4
nicotine	CYP19A1
nicotine	TBXAS1
nifedipine	CACNA1C
nifedipine	CACNA1D
nifedipine	CACNA1F
nifedipine	CACNA1H
nifedipine	CACNA1S
nifedipine	CACNA2D1
nifedipine	CACNB2
nifedipine	TRPM3
nimodipine	NR3C2
nisoldipine	CACNA1C
nisoldipine	CACNA1D
nisoldipine	CACNA1F
nisoldipine	CACNA1S
norepinephrine	ADRA1A
norepinephrine	ADRA1B
norepinephrine	ADRA1D
norepinephrine	ADRA2A
norepinephrine	ADRA2B
norepinephrine	ADRA2C
norepinephrine	PAH
norepinephrine	SLC18A1
nortriptyline	ADRA1A
nortriptyline	ADRA1B
nortriptyline	ADRA1D
nortriptyline	ADRA2A
nortriptyline	ADRA2B
nortriptyline	ADRA2C
nortriptyline	CHRM1
nortriptyline	CHRM2
nortriptyline	CHRM3
nortriptyline	CHRM4
nortriptyline	CHRM5
nortriptyline	HTR1A
nortriptyline	HTR2A
nortriptyline	HTR2C
nortriptyline	HTR6
nortriptyline	KCNJ10
nortriptyline	PGRMC1
nortriptyline	SIGMAR1
nortriptyline	SLC6A2
nortriptyline	SLC6A4
octreotide	SSTR2
octreotide	SSTR3
octreotide	SSTR5
olanzapine	ADRA1A
olanzapine	ADRA1B
olanzapine	ADRA2A
olanzapine	ADRA2B
olanzapine	ADRA2C
olanzapine	CHRM1
olanzapine	CHRM2
olanzapine	CHRM3
olanzapine	CHRM4
olanzapine	CHRM5
olanzapine	GABRA1
olanzapine	GABRA2
olanzapine	GABRA3
olanzapine	GABRA4
olanzapine	GABRA5
olanzapine	GABRA6
olanzapine	GABRB1
olanzapine	GABRB2
olanzapine	GABRB3
olanzapine	GABRD
olanzapine	GABRE
olanzapine	GABRG1
olanzapine	GABRG2
olanzapine	GABRG3
olanzapine	GABRP
olanzapine	GABRQ
olanzapine	HTR1A
olanzapine	HTR1B
olanzapine	HTR1D
olanzapine	HTR1E
olanzapine	HTR1F
olanzapine	HTR2A
olanzapine	HTR2B
olanzapine	HTR2C
olanzapine	HTR3A
olanzapine	HTR5A
olanzapine	HTR6
olanzapine	HTR7
olopatadine	S100A1
olopatadine	S100A12
olopatadine	S100A13
olopatadine	S100A2
ondansetron	HTR3A
ondansetron	HTR3B
orlistat	DAGLA
orlistat	FASN
orlistat	LIPF
orlistat	PNLIP
oxaprozin	PTGS1
oxaprozin	PTGS2
oxcarbazepine	SCN10A
oxcarbazepine	SCN11A
oxybutynin	CHRM1
oxybutynin	CHRM2
oxybutynin	CHRM3
paclitaxel	MAP2
paclitaxel	MAPT
paclitaxel	TUBA1A
paclitaxel	TUBA1B
paclitaxel	TUBA1C
paclitaxel	TUBA3C
paclitaxel	TUBA3E
paclitaxel	TUBA4A
paclitaxel	TUBB
paclitaxel	TUBB1
paclitaxel	TUBB2A
paclitaxel	TUBB2B
paclitaxel	TUBB3
paclitaxel	TUBB4A
paclitaxel	TUBB4B
paclitaxel	TUBB6
palonosetron	HTR3A
pancuronium	CHRM2
pancuronium	CHRM3
pancuronium	CHRNA1
pancuronium	CHRNA2
paroxetine	CHRM1
paroxetine	CHRM2
paroxetine	CHRM3
paroxetine	CHRM4
paroxetine	CHRM5
paroxetine	HTR2A
paroxetine	SLC6A2
paroxetine	SLC6A4
pemetrexed	ATIC
pemetrexed	DHFR
pemetrexed	GART
pemetrexed	TYMS
pentoxifylline	ADORA1
pentoxifylline	ADORA2A
pentoxifylline	ADORA2B
pentoxifylline	ADRA2B
pentoxifylline	NT5E
pentoxifylline	PDE10A
pentoxifylline	PDE6D
pentoxifylline	PDE6G
pentoxifylline	PDE6H
pentoxifylline	TNF
pergolide	ADRA1A
pergolide	ADRA1B
pergolide	ADRA1D
pergolide	ADRA2A
pergolide	ADRA2B
pergolide	ADRA2C
pergolide	HTR1A
pergolide	HTR1B
pergolide	HTR1D
pergolide	HTR2A
pergolide	HTR2B
pergolide	HTR2C
perphenazine	HTR2A
perphenazine	HTR2C
perphenazine	HTR6
perphenazine	HTR7
phenelzine	ABAT
phenelzine	GAD2
phenelzine	GPT
phenelzine	GPT2
phenelzine	MAOA
phenelzine	MAOB
phenelzine	SLC6A2
phenelzine	SLC6A3
phenelzine	SLC6A4
phenylephrine	ADRA1A
phenylephrine	ADRA1B
phenylephrine	ADRA1D
phenytoin	SCN10A
phenytoin	SCN11A
pilocarpine	CHRM1
pilocarpine	CHRM2
pilocarpine	CHRM3
pilocarpine	CHRM4
pilocarpine	CHRM5
pimozide	CACNA1I
pimozide	HTR1A
pimozide	HTR2A
pimozide	KCNA10
pindolol	HTR1A
pindolol	HTR2A
pindolol	HTR2B
pioglitazone	TRPM3
piroxicam	PTGS1
piroxicam	PTGS2
pitavastatin	HMGCR
posaconazole	CYP3A4
pramipexole	ADRA2A
pramipexole	ADRA2B
pramipexole	ADRA2C
pramipexole	HTR1A
pramipexole	HTR1B
pramipexole	HTR1D
pramipexole	HTR2A
pramipexole	HTR2B
pramipexole	HTR2C
pravastatin	HMGCR
pravastatin	SLCO1B1
prazosin	ADRA1A
prazosin	ADRA1B
prazosin	ADRA1D
prazosin	ADRA2A
prazosin	ADRA2B
prazosin	ADRA2C
prednisolone	NR3C1
prednisolone	NR3C2
prednisolone	SERPINA6
prednisone	HSD11B1
prednisone	NR3C1
primidone	CHRNA4
primidone	CHRNA7
primidone	GABRA1
primidone	GABRA2
primidone	GABRA3
primidone	GABRA4
primidone	GABRA5
primidone	GABRA6
primidone	GABRB1
primidone	GABRB2
primidone	GABRB3
primidone	GABRD
primidone	GABRE
primidone	GABRG1
primidone	GABRG2
primidone	GABRG3
primidone	GABRP
primidone	GABRQ
primidone	SCN10A
primidone	SCN11A
probenecid	SLC22A11
probenecid	SLC22A6
probenecid	SLC22A8
progesterone	CYP17A1
progesterone	NR3C2
progesterone	OPRK1
progesterone	PGR
propylthiouracil	TPO
pyrazinamide	FASN
pyrimethamine	DHFR
quetiapine	ADRA1A
quetiapine	ADRA1B
quetiapine	ADRA1D
quetiapine	ADRA2A
quetiapine	ADRA2B
quetiapine	ADRA2C
quetiapine	CHRM1
quetiapine	CHRM2
quetiapine	CHRM3
quetiapine	CHRM4
quetiapine	CHRM5
quetiapine	HTR1A
quetiapine	HTR1B
quetiapine	HTR1D
quetiapine	HTR1E
quetiapine	HTR1F
quetiapine	HTR2A
quetiapine	HTR2C
quetiapine	HTR3A
quetiapine	HTR6
quetiapine	HTR7
quetiapine	SLC6A2
quinidine	SLC29A4
ramelteon	MTNR1A
ramelteon	MTNR1B
ranolazine	SCN10A
reboxetine	SLC6A2
repaglinide	KCNJ11
ribavirin	IMPDH1
ribavirin	IMPDH2
ribavirin	NT5C2
riluzole	KCNK4
riluzole	SCN10A
riluzole	SCN11A
riluzole	SLC7A11
risperidone	ADRA1A
risperidone	ADRA1B
risperidone	ADRA1D
risperidone	ADRA2A
risperidone	ADRA2B
risperidone	ADRA2C
risperidone	HTR1A
risperidone	HTR1B
risperidone	HTR1D
risperidone	HTR1E
risperidone	HTR1F
risperidone	HTR2A
risperidone	HTR2C
risperidone	HTR6
risperidone	HTR7
ritonavir	CYP1A2
ritonavir	CYP2B6
ritonavir	CYP2C19
ritonavir	CYP2C8
ritonavir	CYP2C9
ritonavir	CYP2D6
ritonavir	CYP2E1
ritonavir	CYP3A4
ritonavir	CYP3A5
ritonavir	CYP3A7
rivaroxaban	F10
rivastigmine	ACHE
rivastigmine	BCHE
rizatriptan	HTR1A
rizatriptan	HTR1B
rizatriptan	HTR1D
rizatriptan	HTR1E
rizatriptan	HTR1F
rocuronium	CHRM2
rocuronium	CHRNA2
rocuronium	HTR3A
rofecoxib	PTGS2
ropinirole	ADRA2A
ropinirole	ADRA2B
ropinirole	ADRA2C
ropinirole	HTR1A
ropinirole	HTR1B
ropinirole	HTR1D
