Name	SMILES
atropine	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
clonidine	ClC1=CC=CC(Cl)=C1NC1=NCCN1
valdecoxib	CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
lactulose	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
voriconazole	C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
nizatidine	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
diclofenac	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
doxazosin	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
ethosuximide	CCC1(C)CC(=O)NC1=O
amiloride	NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
oxytetracycline	[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
labetalol	CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
linezolid	CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
ivermectin	[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
sulindac	CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
chloroquine	CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
butorphanol	[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1
bisoprolol	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
rifabutin	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
imatinib	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
triamcinolone	[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
oxandrolone	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C
nicardipine	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
fluphenazine	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
testosterone	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
efavirenz	FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C
clofarabine	[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12
dexmedetomidine	C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
prednisone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
adenosine	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
simvastatin	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
pemetrexed	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
mebendazole	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
mitotane	ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl
stavudine	CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
dyphylline	CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
pentazocine	CC1C2CC3=C(C=C(O)C=C3)C1(C)CCN2CC=C(C)C
latanoprost	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
trazodone	ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
acamprosate	CC(=O)NCCCS(O)(=O)=O
verapamil	COC1=C(OC)C=C(CCN(C)CCCC(C
epinephrine	CNC[C@H](O)C1=CC(O)=C(O)C=C1
sumatriptan	CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
cefixime	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O
chlorpropamide	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
aprepitant	C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
galantamine	[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
tamoxifen	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
losartan	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
warfarin	CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
midazolam	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
tobramycin	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
fludrocortisone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
flurazepam	CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
fluorescein	OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1
furosemide	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
tizanidine	ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
nitrofurantoin	[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
eplerenone	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
amprenavir	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
naltrexone	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
delavirdine	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
tamsulosin	CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
sufentanil	CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
lamivudine	NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
ibandronate	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
flurbiprofen	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
oxacillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
apomorphine	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
paroxetine	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
norethisterone	[H][C@@]12CC[C@@](O)(C
lisinopril	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
imiquimod	CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N
trimipramine	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
nitroglycerin	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
rocuronium	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
nateglinide	CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
risperidone	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
riluzole	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
modafinil	NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
scopolamine	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
etodolac	CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
epinastine	NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
tranylcypromine	NC1CC1C1=CC=CC=C1
isoflurane	FC(F)OC(Cl)C(F)(F)F
dolasetron	[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2
clopidogrel	[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
tetracycline	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
meropenem	[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]
irinotecan	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
methimazole	CN1C=CNC1=S
olopatadine	CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
etoposide	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
tirofiban	CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
oxcarbazepine	NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
roxithromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
phenelzine	NNCCC1=CC=CC=C1
estradiol	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
acyclovir	NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
naproxen	COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
perindopril	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
primidone	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
sulfasalazine	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
gentamicin	[H][C@@]1(CN)CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)N.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)NC
tazarotene	CCOC(=O)C1=CN=C(C=C1)C
alfentanil	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
dicyclomine	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
pentoxifylline	CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
indapamide	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
tropicamide	CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
ribavirin	NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
fentanyl	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
meloxicam	CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
acetazolamide	CC(=O)NC1=NN=C(S1)S(N)(=O)=O
tadalafil	[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC
fosfomycin	C[C@@H]1O[C@@H]1P(O)(O)=O
diazepam	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
trifluoperazine	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
cefaclor	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
mifepristone	[H][C@@]12CC[C@@](O)(C
loperamide	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
dobutamine	CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
oxazepam	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
donepezil	COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
nalbuphine	O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
perphenazine	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
dacarbazine	CN(C)\N=N\C1=C(N=CN1)C(N)=O
temozolomide	CN1N=NC2=C(N=CN2C1=O)C(N)=O
terbinafine	CN(C\C=C\C
prednisolone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
diflunisal	OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
vardenafil	CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1
ranitidine	CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
tacrolimus	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
benzonatate	CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
terbutaline	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
eprosartan	CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
quinapril	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
bumetanide	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
granisetron	CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
triazolam	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
didanosine	OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
ondansetron	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
bimatoprost	CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
tiagabine	CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
quinidine	[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
zonisamide	NS(=O)(=O)CC1=NOC2=CC=CC=C12
paricalcitol	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O
repaglinide	CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
amantadine	NC12CC3CC(CC(C3)C1)C2
metronidazole	CC1=NC=C(N1CCO)[N+]([O-])=O
almotriptan	CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
ketotifen	CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
buprenorphine	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4
cyclobenzaprine	CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
famotidine	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
misoprostol	CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
tipranavir	[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
maprotiline	CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
salmeterol	OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
zalcitabine	NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
felbamate	NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
fexofenadine	CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
isoniazid	NNC(=O)C1=CC=NC=C1
naratriptan	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
rizatriptan	CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
hydrocodone	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
methylprednisolone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
pindolol	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
zaleplon	CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C
telmisartan	CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
desloratadine	ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
methyldopa	C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
alosetron	CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
azelastine	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
ezetimibe	[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1
dipyridamole	OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
telithromycin	[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
cyclopentolate	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
ramelteon	CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
formoterol	COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
dopamine	NCCC1=CC(O)=C(O)C=C1
rivastigmine	CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
exemestane	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
oxaprozin	OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
azathioprine	CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
auranofin	CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
gabapentin	NCC1(CC(O)=O)CCCCC1
doxorubicin	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
frovatriptan	CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
hydrochlorothiazide	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
salbutamol	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
ganciclovir	NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
hydroxyurea	NC(=O)NO
letrozole	N
ketoprofen	CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
cinacalcet	C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
balsalazide	OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
sulfamethoxazole	CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
minocycline	[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
guanfacine	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
bethanechol	CC(C[N+](C)(C)C)OC(N)=O
felodipine	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
ketoconazole	CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
irbesartan	CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
topotecan	CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
probenecid	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
tolterodine	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
fenofibrate	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
thalidomide	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
memantine	CC12CC3CC(C)(C1)CC(N)(C3)C2
gatifloxacin	COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
rifampicin	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
lubiprostone	[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
fluocinonide	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
abacavir	NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1
ibuprofen	CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
norfloxacin	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
amoxicillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
oxybutynin	CCN(CC)CC
melatonin	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
cefditoren	[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
glipizide	CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
clonazepam	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
promethazine	CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
